place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year,state
rangia,1896.2,7589.34,7589.34,0.0,1522.7,1522.7,safe,18630.0,18268.0,0.0,2023,Unknown
machkhowa,2859.3,9156.02,9156.02,0.0,105.42,105.42,safe,18256.68,18184.5,0.0,2023,Unknown
rupsi (part),3102.4,7097.72,7097.72,0.0,291.14,291.14,safe,13184.0,12754.0,0.0,2023,Unknown
chapar-salkocha (part),2752.8,12065.98,12065.98,0.0,3371.73,3371.73,safe,27183.0,26156.51,0.0,2023,Unknown
pakabetbari,2051.4,4544.06,4544.06,0.0,1457.12,1457.12,safe,11410.0,11353.0,0.0,2023,Unknown
ramkrishna nagar,3751.0,6599.54,6599.54,0.0,131.12,131.12,safe,18090.0,17938.0,0.0,2023,Andhra Pradesh
bechimari,1951.2,4494.74,4494.74,0.0,1592.09,1592.09,safe,12838.0,12612.3,0.0,2023,Unknown
lala,2838.3,4600.85,4600.85,0.0,165.06,165.06,safe,23116.0,15747.0,0.0,2023,Unknown
kharmuza,2583.2,8324.26,8324.26,0.0,1195.27,1195.27,safe,17512.0,17198.3,0.0,2023,Unknown
panitola,2649.4,9569.25,9569.25,0.0,628.48,628.48,safe,20286.0,20081.28,0.0,2023,Unknown
udalguri,1957.8,23712.8,23712.8,0.0,1803.31,1803.31,safe,59655.8,59550.28,0.0,2023,Unknown
barama,3274.6,5718.86,5718.86,0.0,211.73,211.73,safe,9850.0,9794.92,0.0,2023,Unknown
borobazar,3218.7,48470.26,48470.26,0.0,1001.99,1001.99,safe,85188.9,85060.6,0.0,2023,Unknown
rajabazar,3311.9,12065.16,12065.16,0.0,88.07,88.07,safe,45432.0,36876.0,0.0,2023,Unknown
ruposhi,2051.4,6385.99,6385.99,0.0,2062.51,2062.51,safe,15974.0,15893.85,0.0,2023,Unknown
dhamdhama,3274.6,14831.12,14831.12,0.0,360.88,360.88,safe,18222.0,17875.73,0.0,2023,Unknown
south salmara,2752.8,6737.74,6737.74,0.0,1648.5,1648.5,safe,12864.0,12863.52,0.0,2023,Unknown
boko,1896.2,13828.5,13828.5,0.0,3516.37,3516.37,safe,50053.0,39191.0,0.0,2023,Unknown
srijangram,3102.4,10975.32,10975.32,0.0,2472.23,2472.23,safe,22953.0,21258.601831483,0.0,2023,Unknown
dotoma,3102.4,16915.63,16915.63,0.0,859.54,859.54,safe,30092.0,30087.0,0.0,2023,Unknown
jalah (part),2051.4,4998.85,4998.85,0.0,1566.11,1566.11,safe,13692.0,13623.3,0.0,2023,Unknown
rangapara,1978.7,5389.69,5389.69,0.0,545.28,545.28,safe,15612.0,15397.0,0.0,2023,Unknown
dhal pukhuri,1884.8,10022.01,10022.01,0.0,2169.05,2169.05,safe,29559.0,29433.0,0.0,2023,Unknown
kachugaon,3102.4,54807.2,54807.2,0.0,2267.8,2267.8,safe,98880.0,98436.0,0.0,2023,Unknown
jatinga valley,2791.8,2536.34,2536.34,0.0,91.89,91.89,safe,73070.0,9372.0,0.0,2023,Unknown
bechimari (part),1957.8,2128.99,2128.99,0.0,193.71,193.71,safe,6196.96,6145.19,0.0,2023,Unknown
laokhowa,1884.8,2581.4,2581.4,0.0,652.75,652.75,safe,8741.0,7547.0,0.0,2023,Unknown
langsomepi,1122.2,5485.26,5485.26,0.0,167.74,167.74,safe,55718.0,32805.0,0.0,2023,Unknown
mankachar,2752.8,4855.85,4855.85,0.0,1453.16,1453.16,safe,9526.0,9218.86,0.0,2023,Unknown
barchala,1978.7,16160.65,16160.65,0.0,1230.08,1230.08,safe,46836.0,46190.0,0.0,2023,Unknown
diyungbra,2791.8,16355.55,16355.55,0.0,79.06,79.06,safe,85866.0,60918.0,0.0,2023,Unknown
new sangbar,2791.8,13840.58,13840.58,0.0,88.46,88.46,safe,76648.0,51546.0,0.0,2023,Unknown
morongi,1751.7,10679.0,10679.0,0.0,687.21,687.21,safe,35020.0,34396.0,0.0,2023,Unknown
birshingjarua,2752.8,22378.64,22378.64,0.0,4945.91,4945.91,safe,42659.0,42599.69,0.0,2023,Unknown
raha,1884.8,8998.41,8998.41,0.0,1906.31,1906.31,safe,26579.0,26414.0,0.0,2023,Unknown
barbaruah,2649.4,28683.57,28683.57,0.0,1391.51,1391.51,safe,60858.0,60243.84,0.0,2023,Unknown
naduar,1978.7,7928.37,7928.37,0.0,648.19,648.19,safe,26020.0,25661.0,0.0,2023,Unknown
bhabanipur,2051.4,11951.55,11951.55,0.0,3777.43,3777.43,safe,29666.0,29517.15,0.0,2023,Unknown
algapur,2838.3,4232.35,4232.35,0.0,98.72,98.72,safe,14862.0,14802.0,0.0,2023,Madhya Pradesh
patharkandi,3751.0,7774.76,7774.76,0.0,214.94,214.94,safe,21708.0,21124.0,0.0,2023,Unknown
bezera (part),1896.2,3249.09,3249.09,0.0,1285.46,1285.46,safe,12420.0,11115.0,0.0,2023,Unknown
sapekhati,2412.4,17402.7,17402.7,0.0,664.26,664.26,safe,40526.0,40014.0,0.0,2023,Unknown
chaygaon,1896.2,4933.14,4933.14,0.0,1194.89,1194.89,safe,15370.0,14468.0,0.0,2023,Unknown
kaliapani,2265.3,9039.77,9039.77,0.0,542.81,542.81,safe,22808.0,22073.0,0.0,2023,Unknown
south karimganj,3751.0,7270.54,7270.54,0.0,335.53,335.53,safe,19899.0,19782.0,0.0,2023,Unknown
bajali,2051.4,5855.81,5855.81,0.0,1847.42,1847.42,safe,15974.0,15893.85,0.0,2023,Unknown
boginadi,3270.3,17811.83,17811.83,0.0,997.68,997.68,safe,37570.0,36214.0,0.0,2023,Unknown
katigorah,3311.9,4883.39,4883.39,0.0,93.26,93.26,safe,13440.3,13121.18,0.0,2023,Unknown
laharighat,1884.8,13446.1,13446.1,0.0,3174.95,3174.95,safe,37224.0,36968.0,0.0,2023,Unknown
tengakhat,2649.4,17508.28,17508.28,0.0,1049.89,1049.89,safe,37191.0,36815.68,0.0,2023,Unknown
sipajhar_part,1951.2,17691.82,17691.82,0.0,5280.22,5280.22,safe,48184.0,47926.8,0.0,2023,Unknown
kakodonga,1751.7,3258.75,3258.75,0.0,256.77,256.77,safe,10401.0,10375.0,0.0,2023,Unknown
pub-mangaldai (part),1957.8,1317.59,1317.59,0.0,110.13,110.13,safe,3822.8,3803.21,0.0,2023,Unknown
gomaphulbari,2051.4,6413.96,6413.96,0.0,1939.92,1939.92,safe,15974.0,15894.0,0.0,2023,Unknown
gabharu,1978.7,15706.98,15706.98,0.0,1294.95,1294.95,safe,47200.0,47011.0,0.0,2023,Unknown
ghilamara,3270.3,14486.79,14486.79,0.0,685.45,685.45,safe,26869.0,26767.0,0.0,2023,Assam
baksa,3274.6,17202.79,17202.79,0.0,554.78,554.78,safe,29428.0,29335.79,0.0,2023,Unknown
udali,1884.8,6295.65,6295.65,0.0,1425.0,1425.0,safe,18514.0,18490.0,0.0,2023,Unknown
golaghat west,1751.7,33681.64,33681.64,0.0,1674.94,1674.94,safe,108562.0,107749.0,0.0,2023,Unknown
sadiya,2322.6,37114.21,37114.21,0.0,1072.7,1072.7,safe,90960.0,89222.0,0.0,2023,Unknown
pachim-kaliabor,1884.8,4963.83,4963.83,0.0,1300.59,1300.59,safe,18276.0,17358.0,0.0,2023,Unknown
biswanath,1978.7,9001.1,9001.1,0.0,541.66,541.66,safe,21336.0,21145.0,0.0,2023,Unknown
majbat,1957.8,12033.13,12033.13,0.0,1165.88,1165.88,safe,39998.56,39973.75,0.0,2023,Unknown
bordoloni,2859.3,22126.34,22126.34,0.0,846.14,846.14,safe,59981.61,51685.58,0.0,2023,Unknown
hajo,1896.2,7342.5,7342.5,0.0,2090.91,2090.91,safe,25461.0,25408.0,0.0,2023,Unknown
agamoni,2752.8,8105.8,8105.8,0.0,2064.5,2064.5,safe,15683.0,15007.44,0.0,2023,Nagaland
gourisagar,2412.4,11735.31,11735.31,0.0,574.65,574.65,safe,32016.0,31841.0,0.0,2023,Madhya Pradesh
pub mangoldoi,1951.2,10989.5,10989.5,0.0,3089.52,3089.52,safe,27262.0,27116.5,0.0,2023,Unknown
narsingpur,3311.9,11996.9,11996.9,0.0,154.21,154.21,safe,44523.36,36684.64,0.0,2023,Unknown
gamariguri,1751.7,9846.89,9846.89,0.0,556.22,556.22,safe,30818.0,30567.0,0.0,2023,Unknown
gauripur,2752.8,7863.47,7863.47,0.0,2623.39,2623.39,safe,17508.0,17151.36,0.0,2023,Unknown
south hailakandi,2838.3,6855.22,6855.22,0.0,82.15,82.15,safe,41907.0,23096.0,0.0,2023,Unknown
mahamaya (part),3102.4,358.48,358.48,0.0,75.48,75.48,safe,659.0,654.0,0.0,2023,Unknown
bokajan,1122.2,24624.47,24624.47,0.0,513.95,513.95,safe,144094.0,107271.0,0.0,2023,Unknown
silchar,3311.9,2451.3,2451.3,0.0,130.25,130.25,safe,7572.0,7544.68,0.0,2023,Unknown
hailakandi,2838.3,4571.59,4571.59,0.0,135.74,135.74,safe,15924.0,15852.0,0.0,2023,Unknown
kakopathar,2322.6,15601.99,15601.99,0.0,887.46,887.46,safe,34110.0,33235.0,0.0,2023,Unknown
golaghat north,1751.7,4137.86,4137.86,0.0,231.12,231.12,safe,12992.0,12881.0,0.0,2023,Unknown
hapjan,2322.6,27813.6,27813.6,0.0,1291.09,1291.09,safe,68220.0,66879.0,0.0,2023,Unknown
pachim nalbari,1896.2,4660.92,4660.92,0.0,1057.56,1057.56,safe,14054.0,13886.0,0.0,2023,Unknown
bihdiya jajikona,1896.2,4488.49,4488.49,0.0,1080.2,1080.2,safe,12824.0,12625.0,0.0,2023,Unknown
guijan,2322.6,13787.09,13787.09,0.0,655.24,655.24,safe,34110.0,33458.0,0.0,2023,Unknown
bhurbandha,1884.8,8406.25,8406.25,0.0,2341.33,2341.33,safe,27592.0,27279.0,0.0,2023,Unknown
lumbajong,1122.2,26004.09,26004.09,0.0,472.31,472.31,safe,152441.0,131218.0,0.0,2023,Unknown
kokrajhar,3102.4,55464.27,55464.27,0.0,2440.75,2440.75,safe,100231.0,99744.0,0.0,2023,Unknown
barkhetri,1896.2,10772.13,10772.13,0.0,2803.82,2803.82,safe,38049.0,37825.0,0.0,2023,Unknown
bihpuria,3270.3,6413.07,6413.07,0.0,562.25,562.25,safe,13047.0,13046.0,0.0,2023,Assam
samelangso,1122.2,10423.65,10423.65,0.0,230.84,230.84,safe,99332.0,52487.0,0.0,2023,Unknown
sakomatha,1978.7,6713.4,6713.4,0.0,494.14,494.14,safe,18318.0,18271.0,0.0,2023,Unknown
amri,1122.2,3918.28,3918.28,0.0,146.54,146.54,safe,53526.0,19683.0,0.0,2023,Punjab
sidli-chirang (part),3218.7,54935.42,54935.42,0.0,1229.02,1229.02,safe,96899.97,96558.67,0.0,2023,Unknown
kamalpur,1896.2,3897.92,3897.92,0.0,1178.25,1178.25,safe,13973.0,13379.0,0.0,2023,Unknown
north karimganj,3751.0,3635.46,3635.46,0.0,165.49,165.49,safe,11578.0,11400.0,0.0,2023,Unknown
badarpur,3751.0,5303.46,5303.46,0.0,185.98,185.98,safe,14472.0,14418.0,0.0,2023,Unknown
bihaguri,1978.7,19749.93,19749.93,0.0,1157.7,1157.7,safe,56880.0,56455.0,0.0,2023,Unknown
khowang,2649.4,20718.16,20718.16,0.0,1079.9,1079.9,safe,43953.0,43509.44,0.0,2023,Unknown
golaghat south,1751.7,27454.76,27454.76,0.0,1386.07,1386.07,safe,87165.0,87000.0,0.0,2023,Assam
pakhimaria,1884.8,2047.92,2047.92,0.0,523.0,523.0,safe,7310.0,7169.0,0.0,2023,Unknown
jorhat,2265.3,12154.63,12154.63,0.0,1083.84,1083.84,safe,29222.75,29198.0,0.0,2023,Unknown
howraghat,1122.2,7223.14,7223.14,0.0,314.1,314.1,safe,31928.0,31492.0,0.0,2023,Unknown
matia,2583.2,10808.85,10808.85,0.0,1606.8,1606.8,safe,22362.0,22357.79,0.0,2023,Unknown
dangtol,3102.4,11338.83,11338.83,0.0,2521.62,2521.62,safe,20767.0,18753.9640002483,0.0,2023,Unknown
harangajao,2791.8,10078.21,10078.21,0.0,144.12,144.12,safe,92003.0,37488.0,0.0,2023,Unknown
tingkhong,2649.4,19103.67,19103.67,0.0,988.7,988.7,safe,40572.0,40162.56,0.0,2023,Unknown
joypur,2649.4,17659.02,17659.02,0.0,1156.34,1156.34,safe,43953.0,43509.44,0.0,2023,Unknown
dalgaon-sialmari,1951.2,12524.48,12524.48,0.0,3882.08,3882.08,safe,35346.0,35314.5,0.0,2023,Unknown
dhanbad urban,1393.6,3910.28,3910.28,0.0,3366.05,3366.05,critical,22604.0,21704.0,0.0,2023,Jharkhand
godda,1216.4,4468.67,4465.07,3.6,856.1,856.1,safe,35530.0,29930.0,0.0,2023,Unknown
rajmahal,1574.0,3198.55,3198.55,0.0,391.77,391.77,safe,12693.0,9693.0,0.0,2023,Unknown
bishunpura,1076.99912309191,1389.5,1389.5,0.0,263.17,263.17,safe,7923.0,5954.0,204.0,2023,Unknown
danda,969.294143484627,213.63,213.63,0.0,69.36,69.36,safe,3186.0,1783.0,266.0,2023,Unknown
bariatu,1427.7,2227.08,2227.08,0.0,646.39,646.39,safe,33740.0,24811.0,0.0,2023,Unknown
musabani,1441.2,1154.17,1154.17,0.0,260.72,260.72,safe,24499.0,16599.0,0.0,2023,Unknown
namkum,1327.6,2281.31,2281.31,0.0,1431.95,1431.95,safe,38386.0,26186.0,0.0,2023,Unknown
dumka,1304.6272472566,2238.26,2238.09,0.17,911.0,911.0,safe,37880.0,26509.0,3472.0,2023,Unknown
bagodar,1242.1,2381.35,2381.35,0.0,448.47,448.47,safe,28749.0,27983.0,0.0,2023,Unknown
majhiaon,1038.0736337488,729.11,726.43,2.68,373.62,373.62,safe,14147.0,4860.0,355.0,2023,Bihar
chalkusha,1347.2,905.0,905.0,0.0,239.79,239.79,safe,14907.0,12100.0,0.0,2023,Unknown
husainabad,1028.5420291443,2828.14,2828.14,0.0,595.84,595.84,safe,27760.0,17982.0,272.0,2023,Unknown
gobindpur,1348.82858738135,2621.43,2621.43,0.0,1925.12,1925.12,semi_critical,32934.0,22535.0,748.0,2023,Unknown
nawadih,1211.5,2902.41,2902.41,0.0,563.5,563.5,safe,30892.0,28600.0,0.0,2023,Unknown
thethaitangar,1553.1,4437.29,4437.29,0.0,728.48,728.48,safe,62415.0,58415.0,0.0,2023,Unknown
bhandaria,1113.9,4365.82,4365.82,0.0,545.01,545.01,safe,66118.0,53018.0,0.0,2023,Unknown
kamdara,1382.0,2697.11,2697.11,0.0,578.73,578.73,safe,36468.0,27687.0,0.0,2023,Unknown
chakulia,1441.2,4173.92,4173.92,0.0,550.95,550.95,safe,42776.0,38168.0,0.0,2023,Unknown
latehar,1235.25548508531,2426.11,2426.11,0.0,1105.11,1105.11,safe,44884.0,24116.0,323.0,2023,Unknown
kharsawan,1230.52152981141,1555.01,1555.01,0.0,321.73,321.73,safe,23283.0,16086.0,988.0,2023,Unknown
karon,1309.6,988.08,988.08,0.0,633.54,633.54,semi_critical,15015.0,9748.0,0.0,2023,Madhya Pradesh
maheshpur,1660.42811922826,10013.48,10013.48,0.0,1330.87,1330.87,safe,44893.0,34891.0,302.0,2023,Unknown
gopikander,1475.5,1621.82,1621.08,0.74,163.97,163.97,safe,22060.0,20260.0,0.0,2023,Unknown
tandwa,1151.0,4547.8,4547.8,0.0,1785.17,1785.17,safe,59500.0,50632.0,0.0,2023,Unknown
kersai,1553.1,1171.4,1171.4,0.0,122.56,122.56,safe,24940.0,16022.0,0.0,2023,Unknown
bolba,1553.1,1305.42,1305.42,0.0,231.79,231.79,safe,28863.0,17249.0,0.0,2023,Unknown
saraiyahat,1475.5,1247.06,1236.46,10.6,771.95,771.95,safe,29810.0,13611.0,0.0,2023,Unknown
sisai,1382.0,3012.43,3001.83,10.6,612.59,612.59,safe,42535.0,34437.0,0.0,2023,Unknown
barkagaon,1342.36240894634,4125.6,4125.6,0.0,727.47,727.47,safe,44788.0,38848.0,140.0,2023,Unknown
sarwan,1305.27241791465,1652.68,1652.68,0.0,1251.95,1251.95,semi_critical,17040.0,14176.0,47.0,2023,Unknown
tonto,1338.0,4596.11,4596.11,0.0,179.57,179.57,safe,64430.0,58906.0,0.0,2023,Unknown
jarmundi,1475.5,2186.54,2186.54,0.0,1181.52,1181.52,safe,39943.0,21635.0,0.0,2023,Unknown
karro,1228.32676954042,1728.71,1728.71,0.0,227.62,227.62,safe,10228.0,8769.0,174.0,2023,Unknown
boram,1441.2,1174.02,1174.02,0.0,202.05,202.05,safe,24575.0,12167.0,0.0,2023,Unknown
panki,989.638748137109,3033.85,3033.85,0.0,1273.53,1273.53,safe,42508.0,30528.0,1680.0,2023,Unknown
hazaribagh,1347.2,2653.71,2653.71,0.0,1141.97,1141.97,safe,26227.0,24128.0,0.0,2023,Jharkhand
meherma,1087.09186910259,1746.94,1745.74,1.2,377.83,377.83,safe,12963.0,8903.0,1059.0,2023,Unknown
chandrapura,1211.5,928.04,928.04,0.0,556.91,556.91,safe,13512.0,12424.0,0.0,2023,Unknown
lawalong,1151.0,1959.17,1959.17,0.0,325.6,325.6,safe,39913.0,33628.0,0.0,2023,Unknown
dhanwar,1242.1,3334.35,3334.35,0.0,1784.62,1784.62,safe,35241.0,34771.0,0.0,2023,Unknown
ichagarh,1267.15919955767,1391.85,1391.85,0.0,227.2,227.2,safe,27178.0,22811.0,701.0,2023,Unknown
devipur,1309.6,1595.57,1595.57,0.0,589.91,589.91,safe,26315.0,21361.0,0.0,2023,Unknown
peterbar,1194.59710894388,2041.09,2041.09,0.0,602.18,602.18,safe,30721.0,28411.0,402.0,2023,Unknown
burmu,1327.6,1769.54,1769.54,0.0,419.38,419.38,safe,32077.0,26602.0,0.0,2023,Unknown
katkamdag,1332.04577985807,1343.29,1343.29,0.0,541.05,541.05,safe,16306.0,13097.0,149.0,2023,Unknown
balumath,1251.8,2722.29,2722.29,0.0,778.68,778.68,safe,35151.0,25848.0,0.0,2023,Unknown
barharwa,1574.0,5012.5,5012.5,0.0,524.15,524.15,safe,18725.0,13525.0,0.0,2023,Unknown
baharagora,1441.2,6985.36,6985.36,0.0,1152.61,1152.61,safe,33508.0,28555.0,0.0,2023,Unknown
bhandra,1173.8686628442,2786.89,2786.89,0.0,441.7,441.7,safe,16066.0,13238.0,889.0,2023,Unknown
tatijharia,1347.2,1266.34,1266.34,0.0,582.97,582.97,safe,19915.0,17128.0,0.0,2023,Unknown
kuchai,1306.1,2435.45,2435.45,0.0,259.42,259.42,safe,38403.0,29340.0,0.0,2023,Unknown
pathargama,1158.05384230467,2174.02,2173.57,0.45,383.33,383.33,safe,15256.0,13318.0,671.0,2023,Unknown
bishunpur,1377.62924218465,2793.73,2793.28,0.45,515.87,515.87,safe,61035.0,40975.0,130.0,2023,Unknown
pirtanr,1242.1,3638.08,3636.33,1.75,609.81,609.81,safe,49286.0,38245.0,0.0,2023,Unknown
murhu,1432.5,1970.22,1970.22,0.0,616.37,616.37,safe,40400.0,26103.0,0.0,2023,Unknown
kanke,1327.6,2430.48,2428.33,2.15,1081.54,1081.54,safe,29468.0,18709.0,0.0,2023,Unknown
kathikund,1475.5,3608.19,3608.19,0.0,246.98,246.98,safe,30620.0,22821.0,0.0,2023,Unknown
manjhari,1308.48746415705,3621.83,3595.18,26.65,167.03,167.03,safe,31362.0,26602.0,600.0,2023,Unknown
katkamsandi,1331.97303738892,2320.64,2320.64,0.0,593.38,593.38,safe,30059.0,24143.0,276.0,2023,Unknown
patamda,1441.2,1308.53,1308.53,0.0,297.67,297.67,safe,36578.0,18110.0,0.0,2023,Unknown
kuru,1252.7,2575.67,2575.67,0.0,454.96,454.96,safe,21741.0,19550.0,0.0,2023,Unknown
mandar,1327.6,3740.61,3740.61,0.0,827.74,827.74,safe,23822.0,20122.0,0.0,2023,Unknown
masalia,1475.5,2952.3,2951.91,0.39,503.94,503.94,safe,46020.0,36719.0,0.0,2023,Unknown
bhawanathpur,1104.76836661742,3034.17,3034.17,0.0,2212.97,2212.97,semi_critical,28688.0,20809.0,172.0,2023,Unknown
borio,1574.0,2001.09,2001.09,0.0,314.64,314.64,safe,26174.0,9374.0,0.0,2023,Unknown
hiranpur,1674.8,2363.15,2363.15,0.0,363.35,363.35,safe,16960.0,15160.0,0.0,2023,Unknown
adityapur (gamharia),1306.1,2187.89,2187.14,0.75,1049.7,1049.7,safe,31197.0,23767.0,0.0,2023,Jharkhand
sonahatu,1197.63798906408,1294.41,1274.61,19.8,553.98,553.98,safe,26912.0,16993.0,1844.0,2023,Unknown
palojori,1309.6,1848.42,1848.42,0.0,950.69,950.69,safe,30298.0,24298.0,0.0,2023,Unknown
domchanch,1129.6,1221.13,1221.13,0.0,466.83,466.83,safe,32804.0,18793.0,0.0,2023,Unknown
topchanchi,1393.6,2509.15,2509.15,0.0,2227.76,2227.76,critical,19927.0,12927.0,0.0,2023,Unknown
markachho,1129.6,608.85,608.85,0.0,275.84,275.84,safe,16171.0,10837.0,0.0,2023,Unknown
tamar,1310.53457817468,1889.22,1889.22,0.0,381.47,381.47,safe,51349.0,29182.0,380.0,2023,Unknown
keredari,1319.15430279155,4398.54,4398.54,0.0,867.68,867.68,safe,35492.0,28833.0,613.0,2023,Unknown
meral,1096.50236015503,1849.43,1849.43,0.0,497.62,497.62,safe,26387.0,17017.0,270.0,2023,Unknown
pandwa,1015.00584611076,1636.03,1636.03,0.0,391.59,391.59,safe,17638.0,13885.0,398.0,2023,Unknown
basantrai,1158.03548901706,2059.09,2058.79,0.3,262.08,262.08,safe,8887.0,7758.0,391.0,2023,Unknown
pandu,1044.1,804.76,804.76,0.0,265.01,265.01,safe,13989.0,11230.0,0.0,2023,Unknown
chitarpur,1309.2,395.25,395.25,0.0,422.8,422.8,over_exploited,6570.0,4681.0,0.0,2023,Unknown
golmuri cum jugsalai,1441.2,724.34,724.34,0.0,906.05,906.05,over_exploited,20519.0,7404.0,0.0,2023,Unknown
leslieganj,1044.1,1277.78,1277.78,0.0,772.1,772.1,safe,17173.0,14573.0,0.0,2023,Unknown
chirkunda,1393.6,4119.14,4119.14,0.0,1351.31,1351.31,safe,43883.0,35994.0,0.0,2023,Unknown
bardiha,1038.13500832871,480.27,480.27,0.0,173.22,173.22,safe,9770.0,3357.0,245.0,2023,Unknown
tantnagar,1338.0,1314.26,1314.26,0.0,188.3,188.3,safe,20103.0,16503.0,0.0,2023,Unknown
amrapara,1674.8,3254.25,3254.25,0.0,292.81,292.81,safe,27329.0,20529.0,0.0,2023,Unknown
sonua,1317.15120265178,2154.27,2010.02,144.25,251.79,251.79,safe,41266.0,34747.0,550.0,2023,Unknown
barkatha,1347.2,1789.63,1789.63,0.0,941.8,941.8,safe,28103.0,22810.0,0.0,2023,Unknown
satgawan,1129.6,1334.61,1334.61,0.0,794.28,794.28,safe,30375.0,10375.0,0.0,2023,Unknown
dandai,1034.98106127235,820.7,820.7,0.0,357.86,357.86,safe,13833.0,9508.0,725.0,2023,Unknown
bano,1553.1,4387.86,4387.86,0.0,310.8,310.8,safe,54977.0,47177.0,0.0,2023,Unknown
jaldega,1553.1,2548.6,2548.6,0.0,358.99,358.99,safe,42820.0,35089.0,0.0,2023,Unknown
ichak,1347.2,1770.85,1770.85,0.0,627.55,627.55,safe,28668.0,24217.0,0.0,2023,Unknown
dari,1347.2,1287.45,1287.45,0.0,574.63,574.63,safe,14552.0,12072.0,0.0,2023,Unknown
itkhori,1137.84046796065,1186.0,1186.0,0.0,643.78,643.78,safe,17244.0,14872.0,172.0,2023,Unknown
chauparan,1336.16072837633,5707.06,5707.06,0.0,998.77,998.77,safe,48102.0,39216.0,324.0,2023,Unknown
kukru,1284.30707395498,839.22,839.22,0.0,130.86,130.86,safe,13691.0,11315.0,192.0,2023,Unknown
litipara,1602.7760698228,2863.59,2863.59,0.0,246.03,246.03,safe,41305.0,18092.0,813.0,2023,Unknown
utarior,1044.1,775.46,775.46,0.0,166.97,166.97,safe,13989.0,11230.0,0.0,2023,Unknown
simaria,1151.0,3755.61,3755.61,0.0,1214.97,1214.97,safe,52072.0,46890.0,0.0,2023,Unknown
jama,1475.5,3075.72,3075.27,0.45,1064.69,1064.69,safe,38590.0,36090.0,0.0,2023,Unknown
hariharganj,1044.1,812.04,812.04,0.0,336.12,336.12,safe,11962.0,9802.0,0.0,2023,Unknown
gurabandha,1426.53969101659,1323.36,1323.36,0.0,91.42,91.42,safe,24620.0,15569.0,160.0,2023,Unknown
mandro,1365.48617339312,1624.15,1624.15,0.0,479.59,479.59,safe,12352.0,4643.0,709.0,2023,Unknown
lapung,1327.6,2211.53,2211.53,0.0,744.25,744.25,safe,30086.0,22286.0,0.0,2023,Unknown
churchu,1347.2,1399.68,1399.68,0.0,713.65,713.65,safe,20140.0,16708.0,0.0,2023,Unknown
mayurhund,1137.80329630957,1103.6,1103.6,0.0,576.77,576.77,safe,12797.0,11036.0,128.0,2023,Unknown
margomunda,1309.6,839.35,839.35,0.0,435.91,435.91,safe,16217.0,10528.0,0.0,2023,Unknown
ranishwar,1043.29208052501,1898.85,1881.53,17.32,244.97,244.97,safe,34660.0,15946.0,6606.0,2023,Unknown
albert ekka,1382.0,1113.08,1113.08,0.0,332.54,332.54,safe,20901.0,16232.0,0.0,2023,Jharkhand
palkot,1373.02847968728,3957.81,3957.81,0.0,352.76,352.76,safe,57735.0,42699.0,279.0,2023,Unknown
hunterganj,1143.24825199355,3905.3,3905.3,0.0,1761.91,1761.91,safe,50893.0,42475.0,288.0,2023,Unknown
dumri,1242.1,3096.88,3096.88,0.0,909.79,909.79,safe,43058.0,34158.0,0.0,2023,Unknown
dumaria,1441.2,1833.91,1833.91,0.0,147.57,147.57,safe,31670.0,22049.0,0.0,2023,Madhya Pradesh
ranchi urban,1327.6,3367.78,3367.78,0.0,2871.23,2871.23,critical,30585.0,30585.0,0.0,2023,Jharkhand
chaibasa,1312.05635987591,1683.3,1681.79,1.51,397.93,397.93,safe,21372.0,15172.0,300.0,2023,Unknown
daru,1347.2,1019.17,1019.17,0.0,697.78,697.78,semi_critical,12813.0,11020.0,0.0,2023,Unknown
saria,1242.1,2416.55,2416.55,0.0,598.1,598.1,safe,28012.0,27266.0,0.0,2023,Unknown
vidyasagar,1443.8,833.44,817.84,15.6,475.06,475.06,safe,17122.0,8993.0,0.0,2023,Madhya Pradesh
haidernagar,1028.62955993481,1715.54,1715.54,0.0,175.15,175.15,safe,10263.0,6649.0,100.0,2023,Unknown
ketar,1104.80371027871,2084.9,2084.9,0.0,631.7,631.7,safe,15405.0,11174.0,92.0,2023,Unknown
erki,1432.5,2187.61,2187.61,0.0,418.65,418.65,safe,51500.0,29999.0,0.0,2023,Unknown
jaridih,1211.5,1403.75,1403.75,0.0,291.41,291.41,safe,21263.0,19627.0,0.0,2023,Unknown
anandpur,1338.0,1330.41,1330.41,0.0,180.47,180.47,safe,31606.0,24689.0,0.0,2023,Unknown
mohammedganj,1028.55817207502,1469.77,1469.77,0.0,393.73,393.73,safe,10217.0,6618.0,100.0,2023,Unknown
mahuadanr,1244.58815726611,4904.71,4904.71,0.0,514.42,514.42,safe,63783.0,35378.0,205.0,2023,Unknown
chakradharpur,1296.41111423861,2636.45,2633.49,2.96,606.68,606.68,safe,37995.0,24096.0,773.0,2023,Madhya Pradesh
udhua,1574.0,6259.27,6257.22,2.05,762.11,762.11,safe,19913.0,18113.0,0.0,2023,Unknown
chandwara,1129.6,1569.29,1569.29,0.0,969.74,969.74,safe,22889.0,22206.0,0.0,2023,Unknown
pakur,1674.8,4262.47,4262.47,0.0,855.59,855.59,safe,22171.0,16071.0,0.0,2023,Unknown
