place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year,state
khutar,898.18,12690.3,0.0,12690.3,5891.1,,safe,46982.0,0.0,46982.0,2023,Unknown
pindra,925.78,7643.13,0.0,7643.13,5293.43,,semi_critical,22350.0,0.0,22350.0,2023,Unknown
punwarka,1102.65,13162.88,0.0,13162.88,7489.9,,safe,26096.0,0.0,26096.0,2023,Unknown
chirgawan,1338.3,6937.55,0.0,6937.55,3972.48,,safe,14070.0,0.0,14070.0,2023,Unknown
mahmudabad,991.26,6139.89,0.0,6139.89,3491.16,,safe,22453.0,0.0,22453.0,2023,Unknown
saidpur,853.77,7185.54,0.0,7185.54,5249.98,,semi_critical,21850.0,0.0,21850.0,2023,Unknown
kamasin,943.2,10139.64,0.0,10139.64,5790.21,,safe,50597.0,0.0,50597.0,2023,Unknown
ghorawal,973.09,9240.56,0.0,9240.56,4463.74,,safe,64024.04,0.0,26766.29,2023,Unknown
sarila,735.88,6155.72,0.0,6155.72,3825.04,,safe,67068.0,0.0,67068.0,2023,Unknown
mat,556.89,12122.78,0.0,12122.78,6634.06,,safe,27464.0,0.0,27464.0,2023,Unknown
basti sadar,1110.78,6080.82,0.0,6080.82,3665.96,,safe,21026.0,0.0,21026.0,2023,Unknown
farah,556.89,11870.86,0.0,11870.86,7816.18,,safe,26294.0,0.0,26294.0,2023,Unknown
auras,765.68,11831.01,0.0,11831.01,6436.73,,safe,26589.0,0.0,26589.0,2023,Unknown
chail,846.45,2079.9,0.0,2079.9,2748.08,,over_exploited,7048.0,0.0,7048.0,2023,Unknown
vikramjot,1110.78,10374.85,0.0,10374.85,5580.79,,safe,36433.0,0.0,36433.0,2023,Unknown
haseran,714.62,6966.51,0.0,6966.51,4343.88,,safe,22100.0,0.0,22100.0,2023,Unknown
payagpur,1158.8,12096.12,0.0,12096.12,6726.43,,safe,27158.0,0.0,27158.0,2023,Unknown
fazil nagar,1112.0,9043.32,0.0,9043.32,5332.91,,safe,17880.0,0.0,17880.0,2023,Unknown
rasulabad,670.38,13194.18,0.0,13194.18,8216.49,,safe,53199.0,0.0,53199.0,2023,Unknown
bharkhani,816.35,9505.13,0.0,9505.13,4178.18,,safe,41406.0,0.0,41406.0,2023,Unknown
ballia kheri,1102.65,13076.64,0.0,13076.64,8945.29,,semi_critical,26997.0,0.0,26997.0,2023,Unknown
puranpur,1244.84,43275.92,0.0,43275.92,24155.59,,safe,147756.0,0.0,147756.0,2023,Unknown
shergarh,877.86,8823.57,0.0,8823.57,5303.89,,safe,27136.0,0.0,27136.0,2023,Unknown
nath nagar,1253.92,7192.31,0.0,7192.31,3914.25,,safe,20801.0,0.0,20801.0,2023,Unknown
talgram,714.62,5608.92,0.0,5608.92,7981.27,,over_exploited,25166.0,0.0,25166.0,2023,Unknown
akrabad,667.47,10002.72,0.0,10002.72,5858.0,,safe,28675.0,0.0,28675.0,2023,Madhya Pradesh
dariyabad,978.39,15345.81,0.0,15345.81,8476.17,,safe,24908.0,0.0,24908.0,2023,Unknown
machhlishahr,901.72,8128.44,0.0,8128.44,4947.79,,safe,27073.0,0.0,27073.0,2023,Unknown
khandauli,614.65,3765.23,0.0,3765.23,4841.93,,over_exploited,21522.0,0.0,21522.0,2023,Unknown
puyawan,898.18,8421.53,0.0,8421.53,5236.27,,safe,28359.0,0.0,28359.0,2023,Unknown
tamkuhi raj,1112.0,12975.24,0.0,12975.24,5725.81,,safe,19910.0,0.0,19910.0,2023,Unknown
khekra,674.757450980393,4065.51,0.0,4065.51,3965.27,,over_exploited,16037.41,0.0,16037.41,2023,Unknown
bansgaon,1338.3,8738.76,0.0,8738.76,4439.27,,safe,15418.0,0.0,15418.0,2023,Unknown
maudaha,735.88,8304.44,0.0,8304.44,4147.19,,safe,65136.0,0.0,65136.0,2023,Unknown
zamania,853.77,9490.72,0.0,9490.72,2500.29,,safe,27018.0,0.0,27018.0,2023,Unknown
unchahar,748.3,5567.42,0.0,5567.42,2454.1,,safe,21862.0,0.0,21862.0,2023,Unknown
chaubepur,709.6,10224.12,0.0,10224.12,9599.1,,critical,21457.0,0.0,21457.0,2023,Unknown
kalan,898.18,5744.32,0.0,5744.32,3724.52,,safe,23155.0,0.0,23155.0,2023,Unknown
kaptanganj,1110.78,5776.38,0.0,5776.38,3658.69,,safe,23505.0,0.0,23505.0,2023,Unknown
shahganj,901.72,9954.72,0.0,9954.72,5183.47,,safe,29149.0,0.0,29149.0,2023,Unknown
mahroni,909.89,6965.76,0.0,6965.76,5338.17,,semi_critical,74268.0,0.0,68848.0,2023,Unknown
bighapur,765.68,7554.73,0.0,7554.73,4599.27,,safe,28998.0,0.0,28998.0,2023,Unknown
bhutah,877.86,9768.99,0.0,9768.99,5954.86,,safe,37531.0,0.0,37531.0,2023,Unknown
ramiabehar,1130.0,17166.44,0.0,17166.44,9328.74,,safe,51767.0,0.0,51767.0,2023,Unknown
kara,846.45,7545.32,0.0,7545.32,5996.83,,semi_critical,25455.0,0.0,25455.0,2023,Madhya Pradesh
chhaprauli,674.757450980393,7007.56,0.0,7007.56,4732.39,,semi_critical,20532.13,0.0,20532.13,2023,Unknown
chhajlet,902.59,10155.75,0.0,10155.75,7259.88,,semi_critical,31167.0,0.0,31167.0,2023,Unknown
kasya,1112.0,10245.99,0.0,10245.99,4814.95,,safe,12030.0,0.0,12030.0,2023,Unknown
itia thok,1047.0,10391.46,0.0,10391.46,5606.62,,safe,25062.0,0.0,25062.0,2023,Unknown
miaon,784.54,5746.2,0.0,5746.2,4691.94,,semi_critical,29207.0,0.0,29207.0,2023,Unknown
suratganj,978.39,10186.25,0.0,10186.25,5905.57,,safe,20359.0,0.0,20359.0,2023,Gujarat
saur,1051.61,17719.85,0.0,17719.85,11997.89,,semi_critical,53282.0,0.0,53282.0,2023,Madhya Pradesh
khesrha,1158.57,7028.13,0.0,7028.13,4376.69,,safe,21225.0,0.0,21225.0,2023,Unknown
sikandra rao,618.98,15811.03,0.0,15811.03,12597.68,,semi_critical,26518.0,0.0,26518.0,2023,Unknown
maya bazar,952.71,7164.12,0.0,7164.12,4174.94,,safe,21659.0,0.0,21659.0,2023,Unknown
gajraula,902.59,6643.64,0.0,6643.64,6131.21,,critical,31099.0,0.0,31099.0,2023,Unknown
sasni,618.98,7786.65,0.0,7786.65,9604.0,,over_exploited,27058.0,0.0,27058.0,2023,Unknown
paniara,1389.1,10054.97,0.0,10054.97,5811.09,,safe,21470.0,0.0,21470.0,2023,Unknown
marauri,1244.84,12013.24,0.0,12013.24,6763.51,,safe,30194.0,0.0,30194.0,2023,Unknown
kandhala,869.1,9977.43,0.0,9977.43,9224.35,,critical,26451.0,0.0,26451.0,2023,Unknown
amawan,748.3,4966.91,0.0,4966.91,1571.84,,safe,19814.0,0.0,19814.0,2023,Unknown
khajni,1338.3,8688.12,0.0,8688.12,4961.99,,safe,16575.0,0.0,16575.0,2023,Unknown
deensah gaura,748.3,5526.6,0.0,5526.6,2911.68,,safe,16633.0,0.0,16633.0,2023,Unknown
nohjhil,556.89,14479.35,0.0,14479.35,12242.88,,critical,35738.0,0.0,35738.0,2023,Unknown
bilhariyaganj,913.93,5770.09,0.0,5770.09,3051.76,,safe,19927.0,0.0,19927.0,2023,Unknown
sujanganj,901.72,6524.72,0.0,6524.72,4187.56,,safe,22101.0,0.0,22101.0,2023,Unknown
barahani,949.06,8917.9,0.0,8917.9,3924.18,,safe,27170.0,0.0,27170.0,2023,Unknown
siwarhi,1112.0,11587.65,0.0,11587.65,5445.96,,safe,23960.0,0.0,23960.0,2023,Unknown
achhalda,624.88,11656.96,0.0,11656.96,5437.7,,safe,28192.0,0.0,28192.0,2023,Karnataka
mithaura,1389.1,9889.02,0.0,9889.02,5821.39,,safe,23040.0,0.0,23040.0,2023,Unknown
maradh,853.77,5326.53,0.0,5326.53,3227.66,,safe,18490.0,0.0,18490.0,2023,Unknown
meja,843.09,6591.23,0.0,6591.23,3941.28,,safe,44421.0,0.0,34201.0,2023,Unknown
tiloi,853.0,7724.19,0.0,7724.19,4791.97,,safe,21373.0,0.0,21373.0,2023,Unknown
sikandar sirausi,765.68,11911.24,0.0,11911.24,6696.74,,safe,34983.0,0.0,34983.0,2023,Unknown
salatua,1110.78,6137.41,0.0,6137.41,3646.1,,safe,21690.0,0.0,21690.0,2023,Unknown
sidhpura,724.77,13103.11,0.0,13103.11,6988.09,,safe,40081.0,0.0,40081.0,2023,Unknown
haldharmau,1047.0,4834.84,0.0,4834.84,2769.51,,safe,17643.0,0.0,17643.0,2023,Madhya Pradesh
bhaluani,1019.38,8827.83,0.0,8827.83,5230.41,,safe,20464.0,0.0,20464.0,2023,Unknown
bisauli,784.54,5335.33,0.0,5335.33,4385.86,,critical,25105.0,0.0,25105.0,2023,Unknown
shikarpur,673.13,12305.9,0.0,12305.9,11243.21,,critical,26610.0,0.0,26610.0,2023,Unknown
bijauli,667.47,7031.42,0.0,7031.42,4261.05,,safe,25494.0,0.0,25494.0,2023,Unknown
naraini,943.2,4348.13,0.0,4348.13,2832.61,,semi_critical,79583.0,0.0,79583.0,2023,Unknown
basrehar,587.48,11630.99,0.0,11630.99,5895.86,,safe,27771.0,0.0,27771.0,2023,Unknown
moth,764.99,14757.43,0.0,14757.43,6589.87,,safe,65051.0,0.0,64704.0,2023,Unknown
partawal,1389.1,10797.25,0.0,10797.25,6036.32,,safe,20290.0,0.0,20290.0,2023,Unknown
bichpuri,614.65,3241.91,0.0,3241.91,4989.34,,over_exploited,12074.0,0.0,12074.0,2023,Odisha
siana,673.13,8855.79,0.0,8855.79,8248.84,,over_exploited,17375.0,0.0,17375.0,2023,Unknown
tundla,656.92,8822.65,0.0,8822.65,9434.15,,over_exploited,32067.0,0.0,32067.0,2023,Unknown
kalanker,837.75,12015.39,0.0,12015.39,6747.44,,safe,29516.0,0.0,29516.0,2023,Unknown
jasra,843.09,7741.2,0.0,7741.2,3727.03,,safe,26822.0,0.0,26822.0,2023,Unknown
pilana,674.757450980393,4806.48,0.0,4806.48,5448.29,,over_exploited,20714.0,0.0,20714.0,2023,Unknown
loni,729.83,7904.31,0.0,7904.31,9813.99,,over_exploited,27211.0,0.0,27211.0,2023,Unknown
tadiyawan,816.35,10323.92,0.0,10323.92,6005.38,,safe,31370.0,0.0,31370.0,2023,Unknown
p.p. kannaicha,887.59,4749.56,0.0,4749.56,2626.65,,safe,13686.0,0.0,13686.0,2023,Unknown
jhanjhri,1047.0,7871.24,0.0,7871.24,4621.55,,safe,23673.0,0.0,23673.0,2023,Unknown
abhauli,949.6,5852.0,0.0,5852.0,4662.73,,semi_critical,9292.0,0.0,9292.0,2023,Bihar
razapur,729.83,8564.87,0.0,8564.87,9383.47,,over_exploited,19480.0,0.0,19480.0,2023,Unknown
shohatgarh,1158.57,6737.86,0.0,6737.86,3381.41,,safe,21069.0,0.0,21069.0,2023,Unknown
sarojni nagar,879.83,9772.13,0.0,9772.13,6081.45,,safe,30863.0,0.0,30863.0,2023,Unknown
kharkhoda,856.89,3849.88,0.0,3849.88,3335.09,,critical,19912.0,0.0,19912.0,2023,Unknown
najibabad,1053.5,17049.23,0.0,17049.23,10332.22,,safe,72875.0,0.0,72875.0,2023,Unknown
karanja kalan,901.72,7285.72,0.0,7285.72,4820.73,,semi_critical,18460.0,0.0,18460.0,2023,Unknown
sahson,843.09,4270.24,0.0,4270.24,3629.89,,critical,17815.0,0.0,17815.0,2023,Unknown
koilsa,913.93,5677.72,0.0,5677.72,3310.91,,safe,16539.0,0.0,16539.0,2023,Unknown
desahi deoria,1019.38,10074.27,0.0,10074.27,5433.33,,safe,11076.0,0.0,11076.0,2023,Unknown
sindhauli,898.18,8025.67,0.0,8025.67,4676.47,,safe,23552.0,0.0,23552.0,2023,Unknown
harraiya,1110.78,6602.26,0.0,6602.26,3873.21,,safe,23105.0,0.0,23105.0,2023,Unknown
majhawan,1003.2,3417.13,0.0,3417.13,2858.41,,critical,12150.0,0.0,11719.0,2023,Unknown
dholana,788.32,9805.48,0.0,9805.48,7656.69,,semi_critical,23801.0,0.0,23801.0,2023,Unknown
kanpur city,709.6,4658.09,0.0,4658.09,4168.59,,critical,27887.0,0.0,27887.0,2023,Uttar Pradesh
airaya,746.9,5689.38,0.0,5689.38,4005.38,,semi_critical,32066.0,0.0,32066.0,2023,Tamil Nadu
vijayipur,746.9,9484.7,0.0,9484.7,5648.55,,safe,36111.0,0.0,36111.0,2023,Unknown
motigarpur,887.59,3869.72,0.0,3869.72,2209.02,,safe,12274.0,0.0,12274.0,2023,Unknown
sohaon,922.03,4704.86,0.0,4704.86,2752.25,,safe,15538.0,0.0,15538.0,2023,Unknown
pure dalai,978.39,9995.12,0.0,9995.12,5425.68,,safe,28880.0,0.0,28880.0,2023,Unknown
etmadpur,614.65,4776.68,0.0,4776.68,5958.6,,over_exploited,21902.0,0.0,21902.0,2023,Unknown
gainsara,1065.2,6853.93,0.0,6853.93,3912.92,,safe,16782.0,0.0,16782.0,2023,Unknown
takha,587.48,7756.11,0.0,7756.11,3729.6,,safe,27853.0,0.0,27853.0,2023,Nagaland
martinganj,913.93,9524.43,0.0,9524.43,4791.44,,safe,23235.0,0.0,23235.0,2023,Unknown
bhojpur,729.83,9489.63,0.0,9489.63,11516.64,,over_exploited,26407.0,0.0,26407.0,2023,Unknown
gaindas buzurg,1065.2,12974.08,0.0,12974.08,6471.52,,safe,54500.0,0.0,54500.0,2023,Unknown
haidergarh,978.39,11520.53,0.0,11520.53,6356.29,,safe,31117.0,0.0,31117.0,2023,Unknown
bharthna,587.48,11458.22,0.0,11458.22,5090.67,,safe,27558.0,0.0,27558.0,2023,Unknown
gauri bazar,1019.38,8839.57,0.0,8839.57,4934.34,,safe,16917.0,0.0,16917.0,2023,Unknown
deokali,853.77,7692.68,0.0,7692.68,4373.07,,safe,22119.0,0.0,22119.0,2023,Unknown
achhnera,614.65,11830.04,0.0,11830.04,9176.83,,semi_critical,28212.0,0.0,28212.0,2023,Uttar Pradesh
pipraich,1338.3,10369.54,0.0,10369.54,6066.32,,safe,14853.0,0.0,14853.0,2023,Unknown
bidhuna,624.88,7696.53,0.0,7696.53,4335.57,,safe,33971.0,0.0,33971.0,2023,Unknown
manikpur,943.2,9924.42,0.0,9924.42,5361.61,,safe,104184.0,0.0,104184.0,2023,Unknown
baba belkhar nath,837.75,5262.8,0.0,5262.8,3501.71,,semi_critical,18467.0,0.0,18467.0,2023,Unknown
gunnaur,784.54,5245.29,0.0,5245.29,4472.84,,semi_critical,30146.0,0.0,30146.0,2023,Unknown
bilsanda,1244.84,14871.87,0.0,14871.87,7631.42,,safe,36510.0,0.0,36510.0,2023,Unknown
majhgawa,877.86,4410.99,0.0,4410.99,3467.73,,semi_critical,17201.0,0.0,17201.0,2023,Unknown
bharawan,816.35,7794.38,0.0,7794.38,3628.12,,safe,29950.0,0.0,29950.0,2023,Unknown
maholi,991.26,8900.64,0.0,8900.64,4388.97,,safe,24003.0,0.0,24003.0,2023,Unknown
mauaima,843.09,5948.02,0.0,5948.02,4507.04,,semi_critical,15560.0,0.0,15560.0,2023,Unknown
dhanpur (alhepur),1053.5,9169.02,0.0,9169.02,5572.2,,safe,31934.0,0.0,31934.0,2023,Unknown
gohand,735.88,5610.03,0.0,5610.03,3958.13,,semi_critical,50714.0,0.0,50714.0,2023,Unknown
rewsa,991.26,11459.97,0.0,11459.97,6706.23,,safe,43121.0,0.0,43121.0,2023,Unknown
khajuha,746.9,9588.8,0.0,9588.8,7145.71,,semi_critical,33248.0,0.0,33248.0,2023,Unknown
velhar kalan,1253.92,3738.26,0.0,3738.26,1730.46,,safe,12258.0,0.0,12258.0,2023,Unknown
sadhauli kadeem,1102.65,16152.98,0.0,16152.98,13192.2,,semi_critical,41560.0,0.0,41560.0,2023,Unknown
belhari,922.03,3680.14,0.0,3680.14,2084.51,,safe,15787.0,0.0,15787.0,2023,Unknown
chilkahar,922.03,7856.24,0.0,7856.24,4474.55,,safe,18870.0,0.0,18870.0,2023,Unknown
fatehpur chaurasi,765.68,10739.08,0.0,10739.08,5232.9,,safe,27654.0,0.0,27654.0,2023,Unknown
dhanupur,843.09,6671.65,0.0,6671.65,5085.49,,semi_critical,17322.0,0.0,17322.0,2023,Unknown
jai singhpur,887.59,8074.75,0.0,8074.75,4952.62,,safe,22575.0,0.0,22575.0,2023,Unknown
ratanpura,897.3,5284.26,0.0,5284.26,2947.12,,safe,20105.0,0.0,20105.0,2023,Unknown
balha,1158.8,11400.51,0.0,11400.51,5603.34,,safe,30089.0,0.0,30089.0,2023,Unknown
baskhari,1013.3,7142.63,0.0,7142.63,4457.36,,safe,20457.0,0.0,20457.0,2023,Unknown
baniakhera,784.54,6134.75,0.0,6134.75,5495.87,,critical,30197.0,0.0,30197.0,2023,Unknown
sirkoni,901.72,3698.09,0.0,3698.09,2690.04,,semi_critical,15315.0,0.0,15315.0,2023,Unknown
babhanjot,1047.0,5759.06,0.0,5759.06,3511.87,,safe,22466.0,0.0,22466.0,2023,Unknown
dhanipur,667.47,9322.06,0.0,9322.06,5986.96,,safe,28332.0,0.0,28332.0,2023,Unknown
kachhauna,816.35,7021.48,0.0,7021.48,3842.39,,safe,25130.0,0.0,25130.0,2023,Unknown
dewa,978.39,17078.31,0.0,17078.31,9874.08,,safe,26125.0,0.0,26125.0,2023,Madhya Pradesh
bareilly city,877.86,2519.8,0.0,2519.8,4203.88,,over_exploited,13283.0,0.0,13283.0,2023,Uttar Pradesh
bansdih,922.03,5267.64,0.0,5267.64,2790.68,,safe,17170.0,0.0,17170.0,2023,Unknown
kasmanda,991.26,11107.17,0.0,11107.17,6432.64,,safe,27658.0,0.0,27658.0,2023,Unknown
haisar bazar,1253.92,7340.53,0.0,7340.53,3818.32,,safe,22968.0,0.0,22968.0,2023,Unknown
hata,1112.0,10862.41,0.0,10862.41,4342.93,,safe,16814.0,0.0,16814.0,2023,Unknown
cholapur,925.78,7897.61,0.0,7897.61,4038.63,,safe,17937.0,0.0,17937.0,2023,Unknown
madanapur,898.18,6896.03,0.0,6896.03,4329.19,,safe,27976.0,0.0,27976.0,2023,Unknown
sathiyaon,913.93,3916.33,0.0,3916.33,2444.29,,safe,16416.0,0.0,16416.0,2023,Unknown
lakshmipur,1389.1,9296.29,0.0,9296.29,5655.34,,safe,22040.0,0.0,22040.0,2023,Unknown
shamli,869.1,8900.08,0.0,8900.08,9999.4,,over_exploited,21873.0,0.0,21873.0,2023,Unknown
saiyana,614.65,5551.1,0.0,5551.1,5632.04,,over_exploited,22849.0,0.0,22849.0,2023,Unknown
mariahu,901.72,8710.58,0.0,8710.58,4956.95,,safe,21841.0,0.0,21841.0,2023,Unknown
ahirori,816.35,12516.4,0.0,12516.4,6923.14,,safe,37090.0,0.0,37090.0,2023,Bihar
kurara,735.88,5142.78,0.0,5142.78,2747.22,,safe,43214.0,0.0,43214.0,2023,Unknown
asodhar,746.9,11694.34,0.0,11694.34,6461.14,,safe,41391.0,0.0,41391.0,2023,Madhya Pradesh
sandalpur,670.38,5481.08,0.0,5481.08,3289.67,,safe,30005.0,0.0,30005.0,2023,Unknown
mianganj,765.68,14657.49,0.0,14657.49,8204.92,,safe,27395.0,0.0,27395.0,2023,Unknown
lar,1019.38,12055.01,0.0,12055.01,6562.43,,safe,18903.0,0.0,18903.0,2023,Madhya Pradesh
varanasi city,925.78,2571.52,0.0,2571.52,5214.32,,over_exploited,15957.0,0.0,15957.0,2023,Uttar Pradesh
charkhari,809.7,5423.07,0.0,5423.07,4197.31,,semi_critical,71451.0,0.0,71451.0,2023,Unknown
chamrauwa,1051.61,8358.61,0.0,8358.61,6677.07,,semi_critical,21558.0,0.0,21558.0,2023,Unknown
bahjoi,784.54,4790.75,0.0,4790.75,3880.25,,semi_critical,25366.0,0.0,25366.0,2023,Unknown
baharia,843.09,5725.67,0.0,5725.67,3410.15,,safe,13345.0,0.0,13345.0,2023,Unknown
sadar,837.75,7619.44,0.0,7619.44,6874.86,,critical,21576.0,0.0,21576.0,2023,Unknown
itwa,1158.57,8231.45,0.0,8231.45,5175.82,,safe,24921.0,0.0,24921.0,2023,Unknown
daurala,856.89,5715.32,0.0,5715.32,3773.94,,semi_critical,18702.0,0.0,18702.0,2023,Unknown
tarwa,913.93,7109.8,0.0,7109.8,4409.55,,safe,21980.0,0.0,21980.0,2023,Unknown
jaithara,658.23,9525.84,0.0,9525.84,6042.4,,semi_critical,30806.0,0.0,30806.0,2023,Unknown
jawa sikandairpur,667.47,8026.69,0.0,8026.69,6165.93,,semi_critical,30059.0,0.0,30059.0,2023,Madhya Pradesh
maniyar,922.03,6366.41,0.0,6366.41,3842.31,,safe,17036.0,0.0,17036.0,2023,Unknown
safipur,765.68,9547.42,0.0,9547.42,5272.79,,safe,25599.0,0.0,25599.0,2023,Unknown
mahuva,943.2,10283.67,0.0,10283.67,4660.73,,safe,50714.0,0.0,50714.0,2023,Unknown
faridpur,877.86,9802.66,0.0,9802.66,6038.36,,safe,32813.0,0.0,32813.0,2023,Unknown
bangarmau,765.68,8777.62,0.0,8777.62,4293.8,,safe,25320.0,0.0,25320.0,2023,Unknown
amethi,853.0,5819.79,0.0,5819.79,3659.66,,safe,16236.0,0.0,16236.0,2023,Unknown
binauli,674.757450980393,6529.93,0.0,6529.93,6829.36,,over_exploited,29106.0,0.0,29106.0,2023,Unknown
kurawali,659.74,9615.45,0.0,9615.45,6385.78,,semi_critical,28079.0,0.0,28079.0,2023,Unknown
dhanaura,902.59,10181.85,0.0,10181.85,8791.26,,critical,40966.0,0.0,40966.0,2023,Unknown
bhitargaon,709.6,8115.77,0.0,8115.77,4293.41,,safe,31619.0,0.0,31619.0,2023,Unknown
noorpur,1053.5,10770.4,0.0,10770.4,8410.16,,semi_critical,33226.0,0.0,33226.0,2023,Unknown
chakia,949.06,5170.58,0.0,5170.58,3306.81,,semi_critical,20724.0,0.0,20724.0,2023,Unknown
pura bazar,952.71,8800.89,0.0,8800.89,5330.48,,safe,23043.0,0.0,23043.0,2023,Unknown
barahalganj,1338.3,11418.28,0.0,11418.28,6696.13,,safe,21363.0,0.0,21363.0,2023,Unknown
bachrawan,748.3,11087.5,0.0,11087.5,6427.26,,safe,27162.0,0.0,27162.0,2023,Unknown
raya,556.89,14239.13,0.0,14239.13,15134.86,,over_exploited,34139.0,0.0,34139.0,2023,Madhya Pradesh
derapur,670.38,8018.3,0.0,8018.3,5720.26,,semi_critical,27276.0,0.0,27276.0,2023,Unknown
agra city,614.65,3951.57,0.0,3951.57,4122.32,,over_exploited,14197.0,0.0,14197.0,2023,Uttar Pradesh
atraulia,913.93,3735.82,0.0,3735.82,2260.49,,safe,13502.0,0.0,13502.0,2023,Unknown
deegh,949.6,42445.16,0.0,42445.16,29224.15,,semi_critical,21253.0,0.0,21253.0,2023,Unknown
kyara,877.86,6160.53,0.0,6160.53,3684.78,,safe,27803.0,0.0,27803.0,2023,Unknown
santha,1253.92,6119.61,0.0,6119.61,3751.95,,safe,19366.0,0.0,19366.0,2023,Unknown
uruwan,843.09,6064.18,0.0,6064.18,3613.36,,safe,16890.0,0.0,16890.0,2023,Unknown
machhrehta,991.26,7920.66,0.0,7920.66,4022.9,,safe,27664.0,0.0,27664.0,2023,Unknown
nadigaon,687.2,11281.69,0.0,11281.69,5539.09,,safe,56025.0,0.0,56025.0,2023,Unknown
baberu,943.2,12372.22,0.0,12372.22,8352.48,,semi_critical,59041.0,0.0,59041.0,2023,Unknown
manjhanpur,846.45,5948.56,0.0,5948.56,4806.25,,semi_critical,20016.0,0.0,20016.0,2023,Unknown
mainpuri,659.74,12823.99,0.0,12823.99,10082.6,,semi_critical,39398.0,0.0,39398.0,2023,Odisha
jarwal,1158.8,9655.14,0.0,9655.14,4514.86,,safe,28197.0,0.0,28197.0,2023,Unknown
baldirai,887.59,6931.38,0.0,6931.38,3738.42,,safe,22418.0,0.0,22418.0,2023,Unknown
shivrajapur,709.6,9189.92,0.0,9189.92,6643.16,,semi_critical,24163.0,0.0,24163.0,2023,Unknown
nandgaon,556.89,15999.39,0.0,15999.39,6128.52,,safe,32736.0,0.0,32736.0,2023,Chhattisgarh
nigohi,898.18,10558.96,0.0,10558.96,6396.92,,safe,30939.0,0.0,30939.0,2023,Unknown
jakhora,909.89,7517.46,0.0,7517.46,5825.31,,semi_critical,97719.0,0.0,74677.0,2023,Unknown
kothawan,816.35,9068.71,0.0,9068.71,5095.72,,safe,30130.0,0.0,30130.0,2023,Unknown
jaitpur,898.18,6283.64,0.0,6283.64,4143.38,,safe,23172.0,0.0,23172.0,2023,Unknown
dudhahi,1112.0,12188.17,0.0,12188.17,3968.85,,safe,22680.0,0.0,22680.0,2023,Unknown
sandi,816.35,6697.65,0.0,6697.65,4224.19,,safe,30307.0,0.0,30307.0,2023,Unknown
baghpat,674.757450980393,5564.5,0.0,5564.5,4410.64,,semi_critical,21063.32,0.0,21063.32,2023,Unknown
nedua naurangiya,1112.0,14436.5,0.0,14436.5,6878.2,,safe,21130.0,0.0,21130.0,2023,Unknown
rohaniya,748.3,3766.75,0.0,3766.75,1848.35,,safe,16815.0,0.0,16815.0,2023,Unknown
mihipurwa,1158.8,13931.63,0.0,13931.63,7825.44,,safe,59547.0,0.0,59547.0,2023,Unknown
dubauliya,1110.78,3884.54,0.0,3884.54,2385.75,,safe,13632.0,0.0,13632.0,2023,Unknown
nidhauli kalan,658.23,14521.96,0.0,14521.96,9933.45,,semi_critical,34678.0,0.0,34678.0,2023,Unknown
hastinapur,856.89,15068.6,0.0,15068.6,9950.99,,safe,34328.0,0.0,34328.0,2023,Unknown
salarpur,784.54,4359.75,0.0,4359.75,2994.7,,semi_critical,24633.0,0.0,24633.0,2023,Unknown
kaurihar,843.09,4450.84,0.0,4450.84,3088.69,,semi_critical,12976.0,0.0,12976.0,2023,Unknown
dadri,537.16,11162.15,0.0,11162.15,8891.95,,semi_critical,47382.0,0.0,47382.0,2023,Unknown
purqaji,869.1,16613.66,0.0,16613.66,10671.68,,semi_critical,29202.0,0.0,29202.0,2023,Unknown
bhender kalan,816.35,8728.54,0.0,8728.54,5188.04,,safe,27220.0,0.0,27220.0,2023,Unknown
kamalganj,753.48,6182.13,0.0,6182.13,4506.88,,semi_critical,31457.0,0.0,31457.0,2023,Unknown
rampur maniharan,1102.65,10399.57,0.0,10399.57,7345.65,,semi_critical,23132.0,0.0,23132.0,2023,Unknown
shringverpur dham,843.09,3414.61,0.0,3414.61,2683.42,,semi_critical,12021.0,0.0,12021.0,2023,Unknown
chatra,973.09,4631.82,0.0,4631.82,2733.6,,safe,25981.0,0.0,23296.0,2023,Unknown
nanauta,1102.65,11426.25,0.0,11426.25,8425.76,,semi_critical,24013.0,0.0,24013.0,2023,Unknown
mau,943.2,8891.57,0.0,8891.57,6721.44,,semi_critical,48583.0,0.0,48583.0,2023,Unknown
kashi vidyapith,925.78,4586.92,0.0,4586.92,3247.81,,semi_critical,14340.0,0.0,14340.0,2023,Unknown
bhaghara,869.1,10026.15,0.0,10026.15,10050.27,,over_exploited,23873.0,0.0,23873.0,2023,Unknown
dalmau,748.3,7507.81,0.0,7507.81,4421.5,,safe,25095.0,0.0,25095.0,2023,Unknown
ambiapur,784.54,5064.56,0.0,5064.56,5249.65,,over_exploited,29828.0,0.0,29828.0,2023,Unknown
khairabad,991.26,9753.7,0.0,9753.7,4911.88,,safe,26542.0,0.0,26542.0,2023,Unknown
murli chhapra,922.03,4272.39,0.0,4272.39,2176.88,,safe,14332.0,0.0,14332.0,2023,Unknown
danpur,673.13,9019.03,0.0,9019.03,8107.77,,critical,22185.0,0.0,22185.0,2023,Unknown
