place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_total,land_nonirrigated,land_irrigated,year
dammapeta,1234.72197137665,8893.34150881889,8893.34150881889,4280.6680785216,5633.54,5633.54,safe,44723.0243808692,42486.8731618257,0.0,2024
kathlapur,1046.82734949147,2470.58022061361,2470.58022061361,4280.6680785216,1287.52,1287.52,safe,17762.0,14445.2,0.0,2024
dongli,943.006148420403,942.244402225949,942.244402225949,4280.6680785216,486.82,486.82,safe,8361.39214892756,8303.73292092756,0.0,2024
rajapur,659.383134907447,1842.36189048672,1842.36189048672,4280.6680785216,1221.77,1221.77,semi_critical,12173.72116552,11694.72116552,0.0,2024
uppunuthala,643.799785511427,4986.00122539432,1209.36824989965,3776.63297549468,2253.89,945.0,safe,22452.17,8633.908876,13049.046758,2024
kodakandla,904.325,1789.2863740222,1789.2863740222,4280.6680785216,1349.16,1349.16,semi_critical,10385.0,10138.0,0.0,2024
cherla,1383.31753721886,9172.41026095961,804.98,8367.43026095961,960.11,216.25,safe,54325.8823022337,3035.08899296397,48584.236694158,2024
atmakur_m,766.81774219827,2846.530827313,2846.530827313,4280.6680785216,2590.12,2590.12,over_exploited,16144.9479709981,16144.9479709981,0.0,2024
medak,888.019142473667,2901.85266535958,2556.48266535958,345.37,1835.97,1722.47,semi_critical,13989.51,11001.0,1195.71,2024
kuravi,1527.62889632966,4766.28296809414,3096.13627811499,4766.28296809414,2293.1,1431.27574394464,safe,17719.565520612,0.0,17542.3698654059,2024
golkonda,828.103585529336,282.734325589937,282.734325589937,4280.6680785216,332.56,332.56,over_exploited,908.0,908.0,0.0,2024
bheempoor,1181.55429103909,4237.03249104851,4237.03249104851,4280.6680785216,957.21,957.21,safe,21435.0,18583.4,0.0,2024
saidabad,828.103585529336,334.112259204848,334.112259204848,4280.6680785216,376.76,376.76,over_exploited,1073.0,1073.0,0.0,2024
bhainsa,1047.39106762527,3333.21010830364,3333.21010830364,4280.6680785216,1650.58,1650.58,safe,22095.0,20280.88,0.0,2024
maddirala,796.4,1974.31934940185,1974.31934940185,4280.6680785216,1207.21,1207.21,safe,13959.0,13892.0,0.0,2024
keesara,810.23195493651,1179.317353508,1179.317353508,4280.6680785216,1049.81,1049.81,critical,12898.3,12140.551,0.0,2024
bheemaram,1009.39531033349,1356.27445073945,1356.27445073945,4280.6680785216,751.05,751.05,safe,10474.0,9451.0,0.0,2024
yedula,610.55,2609.80242039452,2352.29874180809,257.503678586421,1575.02,1402.44,safe,9141.76328676612,8237.19604208013,631.567244685989,2024
balanagar,644.708257166809,1975.63737760548,1975.63737760548,4280.6680785216,1721.86,1721.86,critical,17839.5774989883,16879.5774989883,0.0,2024
mortad,973.996787758741,2292.42469952951,1642.37782626256,650.046873266944,1573.49,1249.45,semi_critical,10872.0,7864.0,2669.0,2024
thorrur,1326.94411410536,5506.83082693155,3096.13627811499,5506.83082693155,2928.14,1431.27574394464,safe,18309.192501006,0.0,18126.1005759959,2024
jainoor,1183.86371018517,1625.51985835082,1625.51985835082,4280.6680785216,313.51,313.51,safe,23614.0,20370.0,0.0,2024
gudur,1601.4054032604,5907.6984696739,2362.2728421118,3545.4256275621,2961.66,1483.92,safe,26788.975443474,12346.0848164333,14175.000872606,2024
bibipet,947.518936752514,1494.11768397958,1494.11768397958,4280.6680785216,983.61,983.61,semi_critical,8121.0036422501,7647.1163362501,0.0,2024
alladurg,844.715193241792,1808.78443749543,1808.78443749543,4280.6680785216,866.97,866.97,safe,11847.58998,11435.58998,0.0,2024
aiza,550.368226570801,4849.12380260738,1337.68503298661,3511.43876962077,1119.53,480.81,safe,27799.0,12130.98,15471.4,2024
gundumal,623.503300847702,760.35346606452,760.35346606452,4280.6680785216,390.98,390.98,safe,7681.0748684743,7681.0748684743,0.0,2024
husnabad,930.010353220632,1742.94830491322,1742.94830491322,4280.6680785216,1024.98,1024.98,safe,11575.638344,10570.948344,0.0,2024
balmoor,620.605380014095,4493.55309463507,2055.74552890564,2437.80756572943,1743.13,1224.83,safe,21934.0,14369.182024,7295.962704,2024
chandur,1064.34273347973,1649.51381514609,461.117991269115,1188.39582387698,881.91,357.43,safe,5094.8,2559.0,2489.0,2024
nagar_kurnool,630.502067669173,6377.18066147681,255.730455096818,6121.45020637999,1765.54,159.5,safe,23694.0,1607.0,21269.0,2024
talamadugu,1173.65180701363,2792.0787558633,2792.0787558633,4280.6680785216,1197.27,1197.27,safe,28433.0,25807.0,0.0,2024
rayapole,747.295443582246,1485.57098089694,1485.57098089694,4280.6680785216,804.12,804.12,safe,9788.949654,9366.902654,0.0,2024
chinthala palem,746.267315294383,5434.91456616603,3096.13627811499,5434.91456616603,660.26,1431.27574394464,safe,20836.0,0.0,20659.0,2024
khilla_warangal,954.186066661659,1032.98,1032.98,4280.6680785216,631.94,631.94,safe,8191.0,7945.0,0.0,2024
maganoor,567.310190566362,3707.74990499535,301.169883851498,3406.58002114385,644.54,179.55,safe,17792.3338729259,3614.6709834075295,14177.6628895184,2024
bibinagar,761.992861553339,5931.80378230881,3078.20879667268,2853.59498563613,2988.08,2155.45,safe,17838.1541951028,12841.1040128567,3980.8961822461,2024
chinnakodur,720.752515242734,2655.36003662676,2655.36003662676,4280.6680785216,1731.4,1731.4,semi_critical,20821.499386,19937.499386,0.0,2024
sujathanagar,1122.25431040372,1676.80773112917,1676.80773112917,4280.6680785216,1115.8,1115.8,semi_critical,10309.7714217062,9794.28285062093,0.0,2024
dharur,552.228041265128,6087.92489701266,479.905352909418,5608.01954410324,1632.33,334.82,safe,22809.0,3219.49,19485.88,2024
musheerabad,828.103585529336,316.674899917363,316.674899917363,4280.6680785216,276.72,276.72,critical,1017.0,1017.0,0.0,2024
yellandu,1169.6,3646.05,3646.05,4280.6680785216,2067.28,2067.28,safe,40650.672763008,38618.1391248576,0.0,2024
ghanpur,614.55,4907.35913740555,4907.35913740555,4280.6680785216,2548.46,2548.46,safe,15970.0,15517.0,0.0,2024
munugode,738.141785374264,3395.72923184482,3395.72923184482,4280.6680785216,3216.32,3216.32,over_exploited,21623.0,21308.0,0.0,2024
kondapak,718.554622780706,2544.94204824307,2544.94204824307,4280.6680785216,1345.1,1345.1,safe,15463.05206,14651.45206,0.0,2024
sadasivanagar,969.218943340468,3517.44345896425,3517.44345896425,4280.6680785216,2031.72,2031.72,safe,19456.0906515581,18733.5962395581,0.0,2024
mupkal,941.0,1451.36,0.0,1451.36,847.28,1431.27574394464,safe,5144.0,0.0,4990.4,2024
nandipet,910.0,4399.62,338.1,4061.52,2383.45,144.57,safe,20920.7,3460.0,17001.65,2024
shamirpet,632.391169043659,1766.00052033287,1766.00052033287,4280.6680785216,726.28,726.28,safe,15250.4,15157.066,0.0,2024
annapureddipalle,1143.33436743711,4009.6934162513,4009.6934162513,4280.6680785216,1644.98,1644.98,safe,16888.0,16043.6,0.0,2024
waddepalle,581.818514152155,2607.01917808571,3096.13627811499,2607.01917808571,898.18,1431.27574394464,safe,12978.0,0.0,12978.0,2024
kapra,808.750417546643,450.035148564185,450.035148564185,4280.6680785216,107.91,107.91,safe,4891.0,4647.0,0.0,2024
sirsilla,927.412618424876,1879.0771605086,1879.0771605086,4280.6680785216,1193.99,1193.99,semi_critical,6469.0,6192.39,0.0,2024
dhanwada,638.654906498212,1391.21864640989,1391.21864640989,4280.6680785216,731.0,731.0,safe,15000.0020234723,15000.0020234723,0.0,2024
noothankal,766.236631320655,2297.84249056689,2297.84249056689,4280.6680785216,1181.56,1181.56,safe,11466.0,11411.0,0.0,2024
ellandakunta,949.969511241682,5333.46137013144,3096.13627811499,5333.46137013144,1477.05,1431.27574394464,safe,9646.98,0.0,9149.18,2024
nirmal_rural,1036.53265038132,2740.18411923845,2413.28629215162,326.897827086835,1160.89,1068.34,safe,13601.0,10828.132,866.376,2024
gundala,1070.16301209541,8256.58350211101,8256.58350211101,4280.6680785216,625.83,625.83,safe,72778.6659004418,69139.7326054197,0.0,2024
regode,850.52,1366.18861455485,1366.18861455485,4280.6680785216,763.63,763.63,safe,8213.575,8065.575,0.0,2024
padra,710.339234323928,4793.85852208838,4793.85852208838,4280.6680785216,984.03,984.03,safe,79960.0,79851.0,0.0,2024
jagityal_rural,1060.06196170806,5509.95734062275,3096.13627811499,5509.95734062275,1945.11,1431.27574394464,safe,17018.0,0.0,15106.0,2024
jharasangam,854.369088094941,1354.33941611771,1354.33941611771,4280.6680785216,1186.85,1186.85,critical,18156.761,15546.761,0.0,2024
nakrekal,799.167637040751,4844.20245970311,335.301254871465,4508.90120483165,2772.57,364.08,safe,15582.0,2290.0,13292.0,2024
ghatkesar,812.868740008639,1167.34901039441,1167.34901039441,4280.6680785216,804.44,804.44,semi_critical,12459.6,11952.854,0.0,2024
bhoraj,1233.74153579681,3551.70757210156,2667.10850734535,884.599064756211,1021.0,802.79,safe,15166.0,12344.1,1831.6,2024
utkoor,627.711135234832,2606.3169196909,2606.3169196909,4280.6680785216,1152.54,1107.72,safe,25620.0892472683,25620.0892472683,0.0,2024
mulug,761.402410812337,1712.034090717,1712.034090717,4280.6680785216,1159.04,1159.04,semi_critical,14471.57136,13044.12336,0.0,2024
yellareddypeta,874.444463357707,3629.04834410818,3629.04834410818,4280.6680785216,2579.45,2579.45,semi_critical,20124.0,17320.43,0.0,2024
ichoda,1285.28762419139,3044.93914248856,3044.93914248856,4280.6680785216,1373.15,1373.15,safe,27049.0,25261.2,0.0,2024
ibrahimpatnam,984.171669350906,4610.25514213166,95.6424650387429,4514.61267709292,1504.74,65.07,safe,15542.0,449.9,13896.0,2024
chintalamanepally,1163.34532655942,2733.16491229197,2733.16491229197,4280.6680785216,739.23,739.23,safe,27727.0,22824.0,0.0,2024
danthalapalle,1519.52944220702,2565.62475719911,3096.13627811499,2565.62475719911,1749.37,1431.27574394464,semi_critical,10400.825685042,0.0,10296.8174281916,2024
atmakur,1128.92994982755,4087.15909004189,3096.13627811499,4087.15909004189,1697.2,1431.27574394464,safe,10037.426858,0.0,9570.93316522,2024
kusumanchi,997.51343263303,6935.63939320798,3230.8359009378,3704.80349227018,4311.77,2994.94,safe,21500.85,14721.94,6379.098,2024
venkatapuram,1585.09333678769,7529.98649856179,7529.98649856179,4280.6680785216,1018.97,1018.97,safe,57886.69,50780.45,0.0,2024
dundigal_gandimaisamma,802.914083013233,887.954021031201,887.954021031201,4280.6680785216,383.09,383.09,safe,8418.2,7945.3075,0.0,2024
ellanthakunta,779.544579595696,5187.32907076105,5187.32907076105,4280.6680785216,3212.67,3212.67,safe,21925.0,21254.35,0.0,2024
vemulapalle,775.908765452818,4708.23777248909,304.433439490446,4403.80433299864,1938.05,236.69,safe,11379.0,2129.0,9250.0,2024
doma,692.1,2026.28,2026.28,0.0,1225.76,1225.76,safe,17231.8,17222.118,0.0,2024
itikyal,600.662313582668,1742.36428992278,1009.41639109075,732.947898832032,634.04,553.35,safe,14278.0,10889.0,3389.0,2024
manopad,603.000733663885,2717.89850875897,3096.13627811499,2717.89850875897,373.47,1431.27574394464,safe,16538.0,0.0,16538.0,2024
kandi,849.03307395781,1494.78875374142,1494.78875374142,4280.6680785216,974.5,974.5,semi_critical,12647.91,12434.995,0.0,2024
kodangal,688.9,1593.78,1593.78,0.0,865.05,865.05,safe,22274.0,22274.0,0.0,2024
yellareddy,1065.83748408218,4359.59326224194,4222.02790341892,137.565358823021,1716.68,1663.28,safe,20017.4018615945,18244.9409373533,458.683124241198,2024
vemsoor,1057.04768949461,4099.25089245035,4099.25089245035,4280.6680785216,2780.62,2780.62,semi_critical,20946.1,20584.068,0.0,2024
koilkonda,638.061477484681,2750.30055375859,2750.30055375859,4280.6680785216,1997.15,1997.15,semi_critical,22133.8680696074,21459.5980696074,0.0,2024
pembi,1103.81091870647,3776.54171288963,3776.54171288963,4280.6680785216,854.17,854.17,safe,28488.0,27789.496,0.0,2024
thripuraram,762.846329228609,4657.23374232116,285.255015303892,4371.97872701727,1565.68,183.94,safe,16131.0,2381.0,13750.0,2024
wankdi,1090.94166583839,5176.90334967201,2073.26077716255,3103.64257250946,369.97,204.66,safe,37517.0,19233.0,13388.0,2024
nagaram,860.088698604582,1437.83680927438,1437.83680927438,4280.6680785216,857.12,857.12,safe,13437.0,13401.0,0.0,2024
kukatpally,830.715149825223,308.747786542176,308.747786542176,4280.6680785216,284.84,284.84,over_exploited,4238.0,4025.0,0.0,2024
ganagavaram,1404.03649308794,2632.46776119972,2632.46776119972,4280.6680785216,606.49,606.49,safe,43397.678876796,42963.702088028,0.0,2024
gannervaram,899.599172770902,4140.38,3096.13627811499,4140.38,1542.49,1431.27574394464,safe,12981.0,0.0,12908.0,2024
inole,929.433491341137,4171.25198116321,4171.25198116321,4280.6680785216,2496.5,2496.5,safe,15942.7,15792.56,0.0,2024
pinapaka,1251.35688030713,4607.9799213524,4607.9799213524,4280.6680785216,1808.14,1808.14,safe,21399.7767616512,20329.7879235686,0.0,2024
mulug,1228.09687163466,4950.27336567766,2277.93336567766,2672.34,2172.93,1324.77,safe,31054.79154,12655.521472,14168.270068,2024
medipally,808.750417546643,301.108087780453,301.108087780453,4280.6680785216,147.49,147.49,safe,3273.2,3109.2,0.0,2024
damaracherla,767.340120638279,8664.98645452887,3096.13627811499,8664.98645452887,2178.45,1431.27574394464,safe,22558.0,0.0,22558.0,2024
sirpur_u,1147.46365766187,1833.76515124109,1833.76515124109,4280.6680785216,231.8,231.8,safe,19765.0,19678.0,0.0,2024
balanagar,830.715149825223,127.848431262073,127.848431262073,4280.6680785216,187.91,187.91,over_exploited,1754.7,1666.7,0.0,2024
hanamkonda,1017.29306323016,1331.12871392177,426.04642185614495,905.082292065629,725.62,281.2,safe,4697.68,1869.85,2686.66,2024
velair,895.445034323,1923.60410534986,1923.60410534986,4280.6680785216,1325.43,1325.43,semi_critical,9940.0,9726.74,0.0,2024
dharmasagar,900.988879400779,3166.65045117793,3166.65045117793,4280.6680785216,2317.95,2317.95,semi_critical,16608.03,16260.04,0.0,2024
kotgiri,1048.68173527841,3309.50989501685,3096.13627811499,3309.50989501685,1253.44,1431.27574394464,safe,8246.2,0.0,8032.0,2024
srirangapur,612.168551700194,2874.8336670008,813.449179087801,2061.38448791299,710.24,340.73,safe,8014.0,2762.0,5080.0,2024
julapalle,954.964374573276,3297.30601078357,3096.13627811499,3297.30601078357,1229.66,1431.27574394464,safe,9869.0,0.0,9161.0,2024
asifnagar,828.103585529336,392.96334680011,392.96334680011,4280.6680785216,436.61,436.61,over_exploited,1262.0,1262.0,0.0,2024
bejjanki,884.729157551989,2698.41361289219,2698.41361289219,4280.6680785216,1183.19,1183.19,safe,14839.83562,14535.5483317,0.0,2024
kothakota,670.91865101164,6105.2308471721,4869.78956266389,1235.44128450821,2446.66,2178.06,safe,18006.7,14238.0,3055.7,2024
govindaraopet,1242.02637854352,6458.9896238034,617.308071570774,5841.68155223262,1336.83,210.51,safe,14974.075,2538.075,11857.0,2024
wardhannapet,902.49885767326,5784.92139090585,805.146621058214,4979.77476984764,3260.89,636.4,safe,15872.01559102,3192.0364203448,12295.9557094004,2024
atmakur_s,741.473656942452,4858.81575980107,4858.81575980107,4280.6680785216,2317.85,2317.85,safe,21018.0,20910.0,0.0,2024
malkajgiri,808.750417546643,2.79879832010005,2.79879832010005,4280.6680785216,4.0,4.0,over_exploited,29.9,28.9,0.0,2024
sirpur_t,1220.56254612979,6095.50046084966,3341.00534259523,2754.49511825442,834.43,539.77,safe,31662.0,17478.0,11711.0,2024
jaipur,1108.08679651379,8824.15592567036,8824.15592567036,4280.6680785216,4736.34,4736.34,safe,25215.0,23824.0,0.0,2024
khammam_urban,988.2,2463.73662764682,360.565272985107,2103.17135466171,698.51,376.35,safe,9269.22,3823.2488,5261.2868,2024
thangallapalle,934.908350283268,5352.14982333283,5352.14982333283,4280.6680785216,3728.02,3728.02,semi_critical,18582.0,17911.83,0.0,2024
sirkonda,959.0,3771.9,3771.9,0.0,2566.26,2566.26,semi_critical,26307.0,26233.0,0.0,2024
rajapet,684.775946497147,2666.68117486441,2666.68117486441,4280.6680785216,2347.32,2347.32,critical,18652.3824271531,18652.3824271531,0.0,2024
gambhiraopeta,849.174467905203,3525.76875855173,3525.76875855173,4280.6680785216,2373.43,2373.43,semi_critical,15691.0,15091.0,0.0,2024
mellachervu,777.508206086378,4610.39257360455,3096.13627811499,4610.39257360455,851.61,1431.27574394464,safe,15537.0,0.0,15521.0,2024
peddavangara,1133.92717687075,4089.36439455782,3096.13627811499,4089.36439455782,2829.52,1431.27574394464,semi_critical,10797.822299844,0.0,10689.8440768456,2024
naspur,1108.08679651379,1953.06305389774,1953.06305389774,4280.6680785216,604.57,604.57,safe,5339.0,5273.0,0.0,2024
birkoor,1007.66805990361,3514.8510302004,117.22,3397.6310302004,1594.65,32.69,safe,8283.69081343586,203.511533791987,7672.17927964387,2024
inderavelly,1481.63654083122,3092.69993973726,3092.69993973726,4280.6680785216,1094.86,1094.86,safe,26782.0,25823.0,0.0,2024
chandampet,604.999264112978,1889.10528482013,1889.10528482013,4280.6680785216,1073.42,1073.42,safe,33592.0,33592.0,0.0,2024
chunchupally,1122.25431040372,1965.75363863652,1965.75363863652,4280.6680785216,1464.16,1464.16,semi_critical,12086.3413911399,11482.0243215829,0.0,2024
pedda kodapgal,971.287246697834,1444.77938987334,1444.77938987334,4280.6680785216,600.12,600.12,safe,9915.00985431,9061.93680431,0.0,2024
kotepally,789.5,1151.42,1151.42,0.0,609.73,609.73,safe,11175.1,11175.1,0.0,2024
indalwai,1002.0,1833.1,1833.1,0.0,1454.61,1454.61,semi_critical,14264.18,13342.18,0.0,2024
shankarampet_r,817.560783237783,2758.78478487886,2758.78478487886,4280.6680785216,2183.68,2183.68,semi_critical,13644.79,12860.59,0.0,2024
bommalaramaram,730.225,2750.66689140219,2750.66689140219,4280.6680785216,2144.05,2144.05,semi_critical,16867.3124810427,16100.3124810427,0.0,2024
boath,1048.45111858212,2656.89279035397,2656.89279035397,4280.6680785216,1538.15,1538.15,safe,22609.0,21327.6,0.0,2024
chinthapalle,601.50970279004,2700.60799712862,2700.60799712862,4280.6680785216,1951.07,1951.07,semi_critical,27431.0,27378.0,0.0,2024
alampur,601.580398660601,3316.6604139808,3096.13627811499,3316.6604139808,416.71,1431.27574394464,safe,21104.0,0.0,21104.0,2024
boinpalle,885.089363485766,3804.8565406314,3804.8565406314,4280.6680785216,1890.15,1890.15,safe,13647.0,13352.62,0.0,2024
bichkunda,948.847822458787,3035.50505736927,3035.50505736927,4280.6680785216,1494.28,1494.28,safe,20176.8514771348,19859.1729671348,0.0,2024
burgampadu,1264.29290059267,4807.58823454705,3027.77023547751,1779.81799906954,766.52,197.35,safe,29257.65,19795.15,8010.4,2024
mahabubabad,1645.76402714339,5903.64851170509,3096.13627811499,5903.64851170509,3230.92,1431.27574394464,safe,23184.035744538,0.0,22952.1953870926,2024
kothapalle,932.705092885581,2637.39610707577,1327.93230202482,1309.46380505095,1097.51,795.11,safe,9712.0,6750.3,2936.0,2024
basheerabad,740.4,1835.48,1835.48,0.0,942.59,942.59,safe,20412.0,20412.0,0.0,2024
charminar,828.103585529336,117.702175190524,117.702175190524,4280.6680785216,181.04,181.04,over_exploited,378.0,378.0,0.0,2024
venkatapur,1235.22824683887,8555.25416568359,2691.49571791621,5863.75844776738,1158.33,540.31,safe,22284.84,9884.05,11901.81,2024
narsingi,779.02,938.750755609865,938.750755609865,4280.6680785216,719.55,719.55,semi_critical,5002.24,4517.64,0.0,2024
wargal,755.204196559231,1837.73006276542,1837.73006276542,4280.6680785216,1322.87,1322.87,semi_critical,13809.90975,12504.95975,0.0,2024
madanapur,650.084604455037,5006.1059300884,4142.91021636486,863.19571372354,2278.07,2194.34,safe,11202.0,8774.0,2135.0,2024
marikal,651.460134021098,1474.16335747403,1474.16335747403,4280.6680785216,725.53,725.53,safe,15909.3484419263,15909.3484419263,0.0,2024
kamanpur,1069.50723358694,2320.3880070525,111.855296061405,2208.5327109911,1001.56,21.6,safe,6145.64,731.0,4592.64,2024
chilpur,1031.23043478261,2384.08720093638,2384.08720093638,4280.6680785216,1400.21,1400.21,safe,12375.0,11783.0,0.0,2024
kubeer,1051.25796824611,4142.77128710059,4142.77128710059,4280.6680785216,1819.98,1819.98,safe,27598.0,25633.552,0.0,2024
kohir,860.753717371975,1672.01840673001,1672.01840673001,4280.6680785216,887.9,887.9,safe,21304.27,20435.27,0.0,2024
pudur,818.3,1865.26,1865.26,0.0,1010.42,1010.42,safe,20139.0,20139.0,0.0,2024
nizampet,874.130000000001,1994.91335326851,1994.91335326851,4280.6680785216,1719.51,1719.51,critical,10041.0,9008.0,0.0,2024
luxettipet,1076.12927026518,3812.14492386773,239.682567349847,3572.46235651789,1031.82,7.36,safe,15732.0,1460.0,14086.0,2024
sadasivpet,815.799566037248,1938.35523772224,1938.35523772224,4280.6680785216,800.25,800.25,safe,19203.85,17420.85,0.0,2024
navipet,1037.05640286859,4759.50712924723,100.926682235399,4658.58044701183,2118.87,91.43,safe,19790.65,858.0,18057.65,2024
basar,1007.75528064943,2189.52844883883,2189.52844883883,4280.6680785216,1022.02,1022.02,safe,14028.0,12856.8,0.0,2024
akbarpet-bhoompally,732.498518949631,1829.00416816146,1829.00416816146,4280.6680785216,1245.24,1245.24,semi_critical,10783.667842,10248.267842,0.0,2024
karimnagar,959.96012967145,698.520364728935,698.520364728935,4280.6680785216,353.6,353.6,safe,3562.0,3550.8,0.0,2024
thungathurthi,862.334333962127,1446.89207598223,1446.89207598223,4280.6680785216,1015.27,1015.27,semi_critical,13852.0,13783.0,0.0,2024
ramayampet,892.21920524444,3124.12942108508,3124.12942108508,4280.6680785216,2107.78,2107.78,semi_critical,14150.0,13103.4,0.0,2024
elgaid,961.992073849685,2713.36321409782,3096.13627811499,2713.36321409782,1077.73,1431.27574394464,safe,7632.3,0.0,7369.3,2024
adavi devula palli,755.50742606718,4633.91628143931,3096.13627811499,4633.91628143931,1436.76,1431.27574394464,safe,12746.0,0.0,12746.0,2024
gangadhara,884.720581699473,3619.8350231807,1944.00958706942,1675.82543611128,2399.81,1614.97,semi_critical,15064.5,9008.9,3967.0,2024
addagudur,806.186639972145,2680.50040399013,2680.50040399013,4280.6680785216,2001.54,2001.54,semi_critical,14528.2274008981,14528.2274008981,0.0,2024
gadwal,601.014621576298,6669.74319413703,434.96551828560496,6234.77767585142,1037.03,158.62,safe,30528.0,2600.02,27781.93,2024
dilawarpur,1084.19519423994,2887.63379255519,2887.63379255519,4280.6680785216,999.47,999.47,safe,15717.0,12809.992,0.0,2024
secunderabad,828.103585529336,333.800877789,333.800877789,4280.6680785216,295.52,295.52,critical,1072.0,1072.0,0.0,2024
peddamandadi,626.546768678407,5627.52162999224,5627.52162999224,4280.6680785216,2102.22,2102.22,safe,17800.0,17547.0,0.0,2024
chandur,703.257021129769,1832.07692907987,1832.07692907987,4280.6680785216,1275.19,1275.19,semi_critical,17510.0,17510.0,0.0,2024
pegadapalle,991.53618425285,4733.72943461997,240.952223120453,4492.77721149952,1330.05,106.17,safe,13691.29,1052.0,11698.28,2024
sultanabad,973.954969899313,6019.88854651374,20.1871197411003,5999.70142677264,2495.09,63.8,safe,16768.0,155.0,15721.0,2024
khanpur,1097.90573684841,7846.28202141087,2597.37993438484,5248.90208702602,1794.87,604.3,safe,26685.0,11023.188,14493.864,2024
masaipet,716.22727562439,1126.0218078492,1126.0218078492,4280.6680785216,788.56,788.56,semi_critical,6303.245,5577.645,0.0,2024
thimmajipeta,626.657871409114,4129.92560708303,1839.77619447765,2290.14941260537,2090.92,1542.35,safe,20318.762689673,10741.8666419819,8387.85095369114,2024
narsimhulapet,1621.25729640536,2493.32737646645,3096.13627811499,2493.32737646645,1293.38,1431.27574394464,safe,10087.598998134,0.0,9986.72300815266,2024
nanganur,765.205517745011,2421.9929686761,2421.9929686761,4280.6680785216,1603.03,1603.03,semi_critical,17658.47361,16800.07361,0.0,2024
himayatnagar,828.103585529336,203.020683132862,203.020683132862,4280.6680785216,205.58,205.58,over_exploited,652.0,652.0,0.0,2024
chegunta,764.428619018466,2525.56558610552,2525.56558610552,4280.6680785216,1888.45,1888.45,semi_critical,13178.755,12013.955,0.0,2024
varni,1061.81794139757,5855.13005615636,485.624457393617,5369.50559876275,2529.95,322.93,safe,14511.0,2695.0,11246.0,2024
jajireddigudem,804.519257436414,2390.54830878823,2390.54830878823,4280.6680785216,1214.66,1214.66,safe,13961.0,13918.0,0.0,2024
mootakondur,747.04214244734,2514.94220200035,2514.94220200035,4280.6680785216,2191.79,2191.79,critical,16458.5796210175,16458.5796210175,0.0,2024
bonakal,989.240209676742,5518.74459667293,3096.13627811499,5518.74459667293,977.21,1431.27574394464,safe,16198.13,0.0,15906.0274,2024
jagadevpur,751.475750667668,2519.17658380514,2519.17658380514,4280.6680785216,1461.93,1461.93,safe,16327.05667,15279.25667,0.0,2024
chilipched,888.54,2580.77010222986,2580.77010222986,4280.6680785216,1264.56,1264.56,safe,7492.425,7492.425,0.0,2024
kalluru,1040.2619143991,12487.2427125633,678.797932211654,11808.4447803517,2028.25,226.03,safe,24526.66,2983.6982,21059.0586,2024
rajoli,565.478868594247,3232.86213520745,3096.13627811499,3232.86213520745,616.4,1431.27574394464,safe,13523.0,0.0,13523.0,2024
mirdoddi,741.013732285787,1815.86542724726,1815.86542724726,4280.6680785216,1203.87,1203.87,semi_critical,9774.785644,9648.585644,0.0,2024
bheemini,1067.27599788093,2914.40434850289,2914.40434850289,4280.6680785216,1485.25,1485.25,safe,13913.0,12762.0,0.0,2024
chinna_chintha_kunta,579.754873890809,2164.89669971238,2164.89669971238,4280.6680785216,1450.17,1450.17,semi_critical,13241.7025495751,12801.7040631323,0.0,2024
addakal,680.851744218821,1952.23465140252,1952.23465140252,4280.6680785216,1387.8,1387.8,semi_critical,13096.8883043302,12580.3883043302,0.0,2024
peddakothapalle,645.769492387077,6207.10972467252,3942.6771310866,2264.43259358592,1938.3,1442.8,safe,40352.0,31078.0,8263.0,2024
dichpalle,1028.64842575939,4236.93270629147,2113.36634430626,2123.56636198521,1918.72,1234.1,safe,16369.04,9719.2,5897.0,2024
mugpal,1069.00154796008,4302.20795293365,3504.55778277862,797.650170155037,1815.17,1370.9,safe,19065.68,16443.0,2107.0,2024
yeldurthy,826.232187197915,2451.86030801616,2451.86030801616,4280.6680785216,1283.07,1283.07,safe,16477.0,14275.8,0.0,2024
chennur,1090.33407355121,11921.135478966,8629.28243244943,3291.85304651662,5102.52,4053.33,safe,36485.0,24595.0,9927.0,2024
palakeedu,737.572282570972,5968.45960326075,3096.13627811499,5968.45960326075,908.85,1431.27574394464,safe,14407.0,0.0,14407.0,2024
jangaon,848.572663867221,2533.06116596977,2425.00839960796,108.052766361813,2066.62,2015.47,semi_critical,14328.0,13528.0,609.0,2024
beerpur,1034.79813669183,3004.99851249198,3096.13627811499,3004.99851249198,572.17,1431.27574394464,safe,15307.0,0.0,13674.0,2024
dandepalle,1077.01625012227,6527.1458939532,0.0,6527.1458939532,1835.26,1431.27574394464,safe,26487.0,0.0,25736.136,2024
vikarabad,853.970084798045,2631.59,2631.59,0.0,1364.47,1364.47,safe,24800.1,24800.1,0.0,2024
manakondur,891.501035125448,11171.4721245802,348.946463163514,10822.5256614167,2642.33,264.05,safe,20629.0,1839.0,18790.0,2024
kouthala,1164.34407334533,2016.00035688233,2016.00035688233,4280.6680785216,835.09,835.09,safe,16101.0,14679.0,0.0,2024
bhupalpalle,1048.02273425873,6720.21711287365,4232.73526064154,2487.48185223211,3398.27,2307.54,safe,23072.89,13658.59,9414.3,2024
