place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year,state
baldeogarh,943.6,9502.31,8454.41,1047.9,6358.33,5876.72,semi_critical,6579,75717,85896,2022,Unknown
morar,870,13448.92,13448.92,0,7318.39,7318.39,safe,0,79775,79775,2022,Unknown
rampur-baghelan,1075.5,9389.85,5665.54,3724.31,7548.26,7095.03,semi_critical,31250,46344,87394,2022,Unknown
kukshi,902.3,5461.99,3875,1586.99,1772.16,1670.86,safe,3377,30923,34300,2022,Unknown
badnawar,902.3,17543.3,16424.43,1118.87,19382.55,18889.76,over_exploited,3420,100320,106400,2022,Unknown
sonkutch,1069,10794.24,10794.24,0,10026.07,10026.07,over_exploited,0,58120,68100,2022,Unknown
kalapipal,1036.1,14725.19,14725.19,0,14687.76,14687.76,over_exploited,0,82567,82567,2022,Unknown
gunnor,1182.9,6330.79,5607.84,722.95,2368.57,2218,safe,2790,111227,115617,2022,Unknown
shahpur,1081.3,4607.76,4293.05,314.71,2556.89,2445.52,safe,1262,43238,50500,2022,Unknown
tarana,861.5,13463.24,13463.24,0,11113.67,11113.67,semi_critical,0,106580,106580,2022,Unknown
sehore,1176.5,25577.83,23800.47,1777.36,14471.47,14043.62,safe,10945,133716,158425,2022,Unknown
laundi,1092.7,8644.24,5912.71,2731.53,5292.49,4943,safe,18007,64254,84181,2022,Unknown
chhapara,1323.6,6512.05,6512.05,0,4308.37,4308.37,safe,0,63240,73100,2022,Unknown
khategaon,1069,12680.97,12680.97,0,10157.59,10157.59,semi_critical,0,87631,114500,2022,Unknown
sailana,992.85,5919.8,5919.8,0,4682.29,4682.29,semi_critical,0,43800,53600,2022,Unknown
segaon,782.9,5605.08,4605.46,999.62,2827.24,2674.87,safe,4137,35163,39850,2022,Unknown
porsa,753,6408.27,2356.97,4051.3,2713.76,1615.44,safe,25307,20393,55000,2022,Unknown
thandla,835.1,3968.64,3968.64,0,1828.78,1828.78,safe,0,48800,54300,2022,Unknown
bhainsdehi,1081.3,10846.48,10191.14,655.34,3877.02,3718.27,safe,2179,99821,125700,2022,Unknown
badod,1036.1,11007.34,11007.34,0,8222.9,8222.9,semi_critical,0,70083,73598,2022,Unknown
ron,951,9807.14,2496.09,7311.05,2462.36,1234.4,safe,33064,10136,43200,2022,Madhya Pradesh
athner,1081.3,6249.6,5869.12,380.48,2989.75,2872.26,safe,1457,51843,85300,2022,Unknown
gyaraspur,1071.4,11642.21,11642.21,0,7772.2,7772.2,semi_critical,0,84100,87200,2022,Unknown
khurai,1205,9678.44,9405.3,273.14,4958.8,4912.79,safe,2199,88541,93700,2022,Unknown
sihora,1279.45,9148.45,5697.41,3451.04,3245.51,2980.51,safe,12000,34384,46384,2022,Unknown
mungaoli,926,12604.74,8770.37,3834.37,5146.25,4868.6,safe,8910,112546,122406,2022,Unknown
amarpatan,1075.5,8608.68,7164.21,1444.47,5853.09,5781.71,semi_critical,2000,63231,65231,2022,Unknown
piploda,992.85,12641.81,12641.81,0,19290.01,19290.01,over_exploited,0,60400,60400,2022,Unknown
bajna,992.85,6704.61,4866.3,1838.31,5322.69,5090.22,semi_critical,8614,44886,68200,2022,Unknown
phanda,1126.76,15283.22,15283.22,0,11478.71,11478.71,semi_critical,0,90107,92337,2022,Unknown
ghatigaon,870,15733.38,12510.83,3222.55,3784.58,3591.99,safe,17900,113090,146890,2022,Madhya Pradesh
jhabua,835.1,2273.64,2273.64,0,1703.97,1703.97,semi_critical,0,41300,44000,2022,Unknown
sihawal,1154.15,5079.77,3605.24,1474.53,1428.32,1329.94,safe,22280,43720,74500,2022,Unknown
silwani,1207.3,13418.79,13418.79,0,8762.53,8762.53,safe,0,99600,128900,2022,Unknown
isagarh,926,9353.82,9072.92,280.9,6644.47,6487.67,semi_critical,3435,103680,107115,2022,Madhya Pradesh
chachaura,1082,18716.26,17506.21,1210.05,12380.08,12011.29,safe,5417,112815,119318,2022,Unknown
karahal,799.2,13571.68,13571.68,0,6436.17,6436.17,safe,0,227180,228700,2022,Unknown
balaghat,1471.6,10349.37,8296.89,2052.48,2348.65,2130.31,safe,18890,103066,122219,2022,Madhya Pradesh
depalpur,976.8,18794.13,18220.49,573.64,24158.13,23850.63,over_exploited,1832,99127,104200,2022,Unknown
baihar,1471.6,9361.85,9361.85,0,445.04,445.04,safe,0,127451,129160,2022,Unknown
lakhnadon,1323.6,14618.8,14618.8,0,5184.98,5184.98,safe,0,154480,170400,2022,Unknown
katangi,1471.6,6031.35,4942.36,1088.99,3077.41,2779.06,safe,11442,56237,69779,2022,Unknown
timarni,1374.5,26767.34,6737.64,20029.7,4827.62,4237.95,safe,33500,65500,104000,2022,Unknown
multai,1081.3,12718.45,11666.22,1052.23,9955.1,9762.64,semi_critical,4850,82250,108100,2022,Unknown
jatara,943.6,12141.14,10470.52,1670.62,9553.4,8971.84,semi_critical,7646,89014,100860,2022,Unknown
chhindwara,1139.25,10439.85,10439.85,0,9861.54,9861.54,critical,0,63516,68300,2022,Madhya Pradesh
harda,1374.5,13229.23,6931.84,6297.39,6348.47,5341.08,safe,45650,46000,105000,2022,Madhya Pradesh
susner,1036.1,10085.04,10085.04,0,9762.39,9762.39,over_exploited,0,59830,65423,2022,Unknown
barwaha,782.9,21030.76,9910.34,11120.42,7814.71,6800.69,safe,35020,98260,147000,2022,Unknown
garoth,753.7,15524,11804.95,3719.05,12050.12,9959.65,semi_critical,25843,87177,113020,2022,Unknown
tendulheda,1176,3964.66,2177.26,1787.4,1833.46,1614.45,safe,13487,26513,95700,2022,Unknown
katthiwara,836.2,2945.81,2945.81,0,1234.25,1234.25,safe,0,51600,63300,2022,Unknown
gaurihar,1092.7,7581.66,4486.36,3095.3,2102.56,1754.88,safe,31119,59873,92152,2022,Unknown
lahar,951,12508.11,5691.63,6816.48,4239.35,2940.03,safe,31112,34488,65600,2022,Unknown
jaisinghnagar,1131.4,16475.69,16475.69,0,1600.14,1600.14,safe,0,135900,163900,2022,Unknown
banda,1205,11329.03,10786.44,542.59,5941.99,5808.27,safe,3727,79403,95300,2022,Gujarat
gangev,1141.45,4503.72,3036.82,1466.9,2724.74,1927.14,safe,19423,39707,59130,2022,Unknown
deori,1205,9328.99,7937.75,1391.24,5113.35,4962.03,safe,8997,77753,101400,2022,Unknown
chhatarpur,1092.7,10048.61,8024.03,2024.58,6985.01,6656.89,semi_critical,15093,78296,105889,2022,Unknown
sohagpur,1131.4,8565.78,8565.78,0,2065.63,2065.63,safe,0,75000,81000,2022,Unknown
pandhana,951.65,17283.74,12376.85,4906.89,9569,9171.32,safe,18501,98499,127200,2022,Unknown
chhegaon makhan,951.65,13201.5,12544.45,657.05,10275.48,10104.2,semi_critical,3555,82545,87000,2022,Unknown
chicholi,1081.3,5570.46,5236.92,333.54,2679.08,2484.28,safe,1336,38514,49400,2022,Unknown
akuluto,2080.4,359.28,359.28,0,8.66,8.66,safe,0,2703.28,26974,2022,Nagaland
pungro,1074.1,152.93,152.93,0,0.48,0.48,safe,0,1371.78,56500,2022,Nagaland
kubulong,2080.4,495.66,495.66,0,0.1,0.1,safe,0,4346.94,12773,2022,Nagaland
longkhim,2079.5,198.06,198.06,0,17.69,17.69,safe,0,613.67,14989,2022,Nagaland
tening,1394.2,1244.01,1244.01,0,21.78,21.78,safe,0,15398.61,52166,2022,Nagaland
noklak,2079.5,610.49,610.49,0,0.42,0.42,safe,0,2036.64,57107,2022,Nagaland
wozhuru ralan,2166.76,1276.28,1276.28,0,30.06,30.06,safe,0,10045.94,27268,2022,Nagaland
tizit,1469.1,791.2,791.2,0,43.97,43.97,safe,0,10367.56,23861,2022,Nagaland
peren,1394.2,1192.7,1192.7,0,14.38,14.38,safe,0,14102.3,47063,2022,Nagaland
longleng,1879.5,888.7,888.7,0,8.09,8.09,safe,0,7344.54,34503.56,2022,Nagaland
zunheboto,2080.4,300.83,300.83,0,22.33,22.33,safe,0,616.09,9662,2022,Nagaland
tokiye,2080.4,264.64,264.64,0,10.54,10.54,safe,0,905.94,14966,2022,Nagaland
simiti,1074.1,224.37,224.37,0,3.58,3.58,safe,0,1160.81,31080,2022,Nagaland
chukitong,2166.76,608.63,608.63,0,4.19,4.19,safe,0,4922.78,14534,2022,Nagaland
phek,1295.1,379.42,379.42,0,5.75,5.75,safe,0,1076.97,40088.02,2022,Nagaland
mon,1469.1,766.61,766.61,0,32.69,32.69,safe,0,10324.52,25278,2022,Nagaland
ongpangkong south,2080.4,835.57,835.57,0,13.82,13.82,safe,0,7946.47,22954,2022,Nagaland
meluri,1295.1,503.45,503.45,0,15.22,15.22,safe,0,5285.34,97649.74,2022,Nagaland
sangsangnyu,2079.5,464.58,464.58,0,40.03,40.03,safe,0,1483.26,35307,2022,Nagaland
sekruzu,1295.1,321.34,321.34,0,4.87,4.87,safe,0,2006.28,18197.28,2022,Nagaland
kohima,1779.3,1565.42,1565.42,0,134.84,134.84,safe,0,3706.42,25655,2022,Nagaland
tobu,1469.1,358.59,358.59,0,5.3,5.3,safe,0,4699.61,31288,2022,Nagaland
satakha,2080.4,385.41,385.41,0,10.64,10.64,safe,0,2093.25,38774,2022,Nagaland
changtongya,2080.4,1561.04,1561.04,0,11.83,11.83,safe,0,14301.82,42289,2022,Nagaland
chessore,2079.5,564.32,564.32,0,6.94,6.94,safe,0,955.34,22679,2022,Nagaland
wokha,2166.76,1335.54,1335.54,0,58.42,58.42,safe,0,10647.08,26904,2022,Nagaland
noksen,2079.5,346.56,346.56,0,17.29,17.29,safe,0,1238.06,28340,2022,Nagaland
tamlu,1879.5,614.2,614.2,0,3.68,3.68,safe,0,5545.08,21696.44,2022,Nagaland
medziphema,1744.96,13951.9,13951.9,0,732.95,732.95,safe,0,37180.03,55165,2022,Nagaland
jakhama,1779.3,663.96,663.96,0,12.59,12.59,safe,0,4492.73,24600,2022,Unknown
jalukie,1394.2,3540.03,3540.03,0,49.17,49.17,safe,0,34337.53,65871,2022,Unknown
chen,1469.1,891.74,891.74,0,28.8,28.8,safe,0,12467.75,37708,2022,Tamil Nadu
pomching,1469.1,756.7,756.7,0,31.15,31.15,safe,0,9683.27,26015,2022,Unknown
suruhoto,2080.4,199.53,199.53,0,6.41,6.41,safe,0,765.26,12024,2022,Unknown
mangkolemba,2080.4,1693.29,1693.29,0,20.37,20.37,safe,0,15099.67,44812,2022,Unknown
bhandari,2166.76,3223.05,3223.05,0,29.37,29.37,safe,0,22870.1,49715,2022,Unknown
thonoknyu,2079.5,421.04,421.04,0,3.37,3.37,safe,0,2003.14,53298,2022,Unknown
pfutsero,1295.1,357.51,357.51,0,10.33,10.33,safe,0,1889.11,30044.41,2022,Unknown
ongpangkong north,2080.4,1117.7,1117.7,0,16.43,16.43,safe,0,8336.23,24572,2022,Unknown
chare,2079.5,56.38,56.38,0,4.24,4.24,safe,0,511.04,8271,2022,Unknown
kuhoboto,1744.96,1499.64,1499.64,0,125.47,125.47,safe,0,4004.75,6976,2022,Unknown
sanis,2166.76,2230.68,2230.68,0,61.55,61.55,safe,0,18434.72,44379,2022,Unknown
longchem,2080.4,561.95,561.95,0,8.16,8.16,safe,0,5011.83,14100,2022,Unknown
kiphire,1074.1,134.18,134.18,0,7.01,7.01,safe,0,1043.61,25420,2022,Nagaland
dhansiripar,1744.96,4616.96,4616.96,0,95.67,95.67,safe,0,16602.22,21215,2022,Unknown
niuland,1744.96,1843.1,1843.1,0,140.41,140.41,safe,0,5258.67,9344,2022,Unknown
wakching,1469.1,1061.36,1061.36,0,11.21,11.21,safe,0,13969.73,34450,2022,Unknown
tseminyu,1779.3,888.78,888.78,0,42.33,42.33,safe,0,7483.42,36389,2022,Unknown
chiephobozou,1779.3,1224.39,1224.39,0,38.58,38.58,safe,0,12581,59656,2022,Unknown
kikruma,1295.1,297.54,297.54,0,4.18,4.18,safe,0,1051.3,16620.55,2022,Unknown
shamator,2079.5,220.39,220.39,0,6.87,6.87,safe,0,1282.28,33609,2022,Unknown
ghathashi,2080.4,245,245,0,5.91,5.91,safe,0,1901.65,23100,2022,Unknown
thingsulthliah,2352,313.17,313.17,0,16.36,16.36,safe,0,4161,73100,2022,Unknown
bilkhawthlir,2199.1,1335.52,1335.52,0,21.55,21.55,safe,0,18978,51106,2022,Unknown
chawngte,1949,1530.63,1530.63,0,29.48,29.48,safe,0,24542,69948,2022,Unknown
khawzawl,1863,565.52,565.52,0,6.9,6.9,safe,0,9486,113287,2022,Unknown
darlawn,2352,573.74,573.74,0,18.87,18.87,safe,0,7623,105043,2022,Unknown
sangau,1949,111.08,111.08,0,7.58,7.58,safe,0,1781,47258,2022,Unknown
lunglei,2299,724.65,724.65,0,58.9,58.9,safe,0,9850,108893,2022,Unknown
reiek,2447,912.24,912.24,0,27.87,27.87,safe,0,11650,83627,2022,Unknown
serchhip,1743,687.16,687.16,0,20.08,20.08,safe,0,12320,97659,2022,Unknown
e lungdar,1743,214.52,214.52,0,26.7,26.7,safe,0,3846,44441,2022,Unknown
tuipang,2371,636.87,636.87,0,10.97,10.97,safe,0,8394,96752,2022,Unknown
phullen,2352,251.61,251.61,0,12.74,12.74,safe,0,3343,55890,2022,Unknown
lawngtlai,1949,691.85,691.85,0,58.05,58.05,safe,0,11093,88293,2022,Unknown
aibawk,2352,9.86,9.86,0,5.76,5.76,safe,0,131,55064,2022,Mizoram
champhai,1863,482.65,482.65,0,27.89,27.89,safe,0,8096,59080,2022,Unknown
khawbung,1863,327.59,327.59,0,1.41,1.41,safe,0,5495,66535,2022,Unknown
tlangnuam,2352,487.41,487.41,0,139.59,139.59,safe,0,6476,68503,2022,Unknown
north thingdawl,2199,1445.14,1445.14,0,8.88,8.88,safe,0,20537,87094,2022,Unknown
saiha,2371,171.93,171.93,0,28.22,28.22,safe,0,2266,43148,2022,Unknown
west bunghmun,2299,1818.38,1818.38,0,25.57,25.57,safe,0,24717,114970,2022,Unknown
west phaileng,2447,1602.03,1602.03,0,34.47,34.47,safe,0,20459,99578,2022,Unknown
bungtlang south,1949,914.25,914.25,0,4.36,4.36,safe,0,14659,50201,2022,Unknown
hnahthial,2299,388.07,388.07,0,57.14,57.14,safe,0,5275,94597,2022,Unknown
lungsen,2299,2548.76,2548.76,0,45.85,45.85,safe,0,34645,137240,2022,Unknown
zawlnuam,2447,3094.74,3094.74,0,35.45,35.45,safe,0,39522,117195,2022,Unknown
ngopa,1863,333.61,333.61,0,7.2,7.2,safe,0,5596,79598,2022,Unknown
bana,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,14780.48937,2022,Unknown
singa-gelling,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,135701.8479,2022,Unknown
aalo east,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,35944.51413,2022,Arunachal Pradesh
diyun,2599.5,14085.04,14085.04,0,89.26,89.26,safe,0,7622.611554,14899.22986,2022,Unknown
tawang,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,26605.22202,2022,Unknown
yachuli,2136.9,1937.35,1937.35,0,41.11,41.11,safe,0,4094.291109,93518.77147,2022,Unknown
walong,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,357087.2961,2022,Unknown
gensi,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,47133.73722,2022,Unknown
bordumsa,2599.5,14505.79,14505.79,0,96.85,96.85,safe,0,8549.667039,8692.010763,2022,Unknown
koloriang,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,41350.76917,2022,Unknown
tirbin,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,15864.86672,2022,Unknown
sagalee,3336.8,5520.07,5520.07,0,29.31,29.31,safe,0,3790.242913,116788.8919,2022,Unknown
damin,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,126914.0843,2022,Unknown
khimiyong,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,18813.18652,2022,Unknown
wakka,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,30494.94187,2022,Unknown
seppa,2136.1,3496.71,3496.71,0,45.22,45.22,safe,0,3999.334089,51358.70115,2022,Unknown
puchi geko,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,28123.81956,2022,Unknown
geku,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,51529.65208,2022,Unknown
kimin,3336.8,4943.78,4943.78,0,30.96,30.96,safe,0,2814.142673,52633.5901,2022,Unknown
changlang,2599.5,12028.44,12028.44,0,29.2,29.2,safe,0,3136.686196,56798.75194,2022,Unknown
roing-koronu,3507,51819.52,51819.52,0,79.98,79.98,safe,0,74710.10646,122994.6605,2022,Unknown
tezu,3003.5,32579.87,32579.87,0,45.84,45.84,safe,0,58688.00954,174097.3336,2022,Unknown
chambang,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,37384.61919,2022,Unknown
zemithang-dudunghar,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,53248.4775,2022,Unknown
nampong,2599.5,14176.67,14176.67,0,29.86,29.86,safe,0,7835.840552,81057.32996,2022,Unknown
tame raga,2136.9,1344.74,1344.74,0,17.45,17.45,safe,0,2267.609954,195220.7906,2022,Unknown
mariang,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,73229.4565,2022,Unknown
namsai,3003.5,18931.92,18931.92,0,131.39,131.39,safe,0,35190.68973,41618.20528,2022,Unknown
lumla,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,8413.680755,2022,Unknown
daporijo,1746.5,7095.09,7095.09,0,11.83,11.83,safe,0,320.33,25680.6804,2022,Unknown
giba,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,66821.99665,2022,Unknown
jang-thingbu,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,108086.2986,2022,Unknown
thrizino,2521.4,3852.88,3852.88,0,3.5,3.5,safe,0,1414.524432,111234.4862,2022,Unknown
kaying-payum,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,144767.0558,2022,Unknown
pangin,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,138979.0592,2022,Unknown
kanubari,3459.4,1577.57,1577.57,0,16.61,16.61,safe,0,2410.768078,23376.14262,2022,Unknown
laju,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,26139.52263,2022,Unknown
nyapin,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,57793.18507,2022,Unknown
kalaktang,2521.4,3955.67,3955.67,0,0.79,0.79,safe,0,1648.485406,175068.9059,2022,Unknown
palin,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,26630.32846,2022,Rajasthan
tali,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,40160.7879,2022,Unknown
seijosa,2136.1,5563.45,5563.45,0,53.91,53.91,safe,0,14737.33826,69182.79498,2022,Unknown
yingkong,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,57112.99318,2022,Unknown
khonsa,3459.4,2239.33,2239.33,0,10.72,10.72,safe,0,3498.868722,61554.70238,2022,Unknown
sarli,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,113587.9374,2022,Unknown
ziro i,2136.9,1813.97,1813.97,0,39.9,39.9,safe,0,3773.098937,62060.43788,2022,Unknown
bameng,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,21810.20001,2022,Unknown
namsang,3459.4,2944.77,2944.77,0,16.96,16.96,safe,0,4658.754746,33618.92302,2022,Unknown
sangram,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,38112.66303,2022,Unknown
khenewa,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,53012.01774,2022,Unknown
anini-mipi,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,396482.9501,2022,Unknown
limeking,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,157932.7794,2022,Unknown
nacho,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,149303.9595,2022,Unknown
aalo west,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,17425.18069,2022,Arunachal Pradesh
hunli-desali,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,149043.7932,2022,Unknown
dambuk,3507,33659.9,33659.9,0,66.07,66.07,safe,0,45289.89354,117961.5463,2022,Unknown
pangchao,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,27767.02754,2022,Unknown
tuting,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,293523.1079,2022,Unknown
taliha,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,94049.75649,2022,Unknown
dumporijo,1746.5,7112.56,7112.56,0,11.04,11.04,safe,0,379.67,53039.17054,2022,Unknown
parsi parlo,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,34718.04878,2022,Unknown
etalin,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,400464.9288,2022,Unknown
mukto-bongkhar,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,18309.80392,2022,Unknown
dirang,2521.4,3831.71,3831.71,0,5.72,5.72,safe,0,1367.982993,191769.3237,2022,Unknown
lekang_mahadevpur,3003.5,7171.05,7171.05,0,90.59,90.59,safe,0,10620.01198,10672.68562,2022,Unknown
mechuka,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,125363.7688,2022,Unknown
monigong,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,138469.6468,2022,Nagaland
mebo,4418.8,38271.9,38271.9,0,63.75,63.75,safe,0,50854.24549,78432.66119,2022,Unknown
jangging,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,47902.94238,2022,Unknown
kitypi,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,2536.517163,2022,Unknown
riga,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,16379.95614,2022,Unknown
balijan,3336.8,5386.43,5386.43,0,47.09,47.09,safe,0,3562.669921,60904.02407,2022,Unknown
rumgong,2912.9,5123.18,5123.18,0,0.16,0.16,safe,0,3235.901362,43265.47198,2022,Unknown
ramle bango,4418.8,9593.59,9593.59,0,46.81,46.81,safe,0,9317.148475,51639.58025,2022,Unknown
hayuliang,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,124496.556,2022,Unknown
pipu,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,36721.94965,2022,Unknown
wakro,3003.5,16666.09,16666.09,0,38.73,38.73,safe,0,28580.79209,208354.816,2022,Unknown
siyum,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,72386.97654,2022,Unknown
doimukh,3336.8,7786.94,7786.94,0,124.89,124.89,safe,0,7651.944492,49495.80801,2022,Unknown
liromoba,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,37764.82994,2022,Unknown
likabali,2912.9,4996.41,4996.41,0,12.28,12.28,safe,0,2980.456445,83026.80969,2022,Unknown
basar,2912.9,4842.63,4842.63,0,14.42,14.42,safe,0,2676.416243,68943.10354,2022,Unknown
darak,2912.9,4267.19,4267.19,0,0.16,0.16,safe,0,1566.22595,74531.01466,2022,Unknown
khagam,2599.5,22424.97,22424.97,0,86.51,86.51,safe,0,25855.19466,244022.1804,2022,Unknown
nafra,2521.4,3739.65,3739.65,0,2.75,2.75,safe,0,1160.543726,165211.4018,2022,Unknown
anelih-kronli (arzoo),0,0,0,0,3782.911204,2485.773266,hilly area,0,0,115952.121,2022,Unknown
chongkham,3003.5,36930.32,36930.32,0,66.1,66.1,safe,0,66920.49666,86456.95951,2022,Unknown
pasighat,4418.8,17583.62,17583.62,0,66.72,66.72,safe,0,21043.19952,29279.48017,2022,Unknown
niausa,3459.4,1283.59,1283.59,0,20.63,20.63,safe,0,1931.608455,33248.73994,2022,Unknown
manchal,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,36424.81287,2022,Unknown
pakke-kessang,2136.1,2326.08,2326.08,0,30.77,30.77,safe,0,6151.327723,55529.00644,2022,Unknown
chayangtajo,2136.1,4387.66,4387.66,0,50.19,50.19,safe,0,6361.999932,111004.8407,2022,Unknown
chaglagam,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,100991.3351,2022,Unknown
mengio,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,66377.68595,2022,Unknown
baririjo,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,55860.86094,2022,Odisha
pipsorang,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,87347.57664,2022,Unknown
manmao,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,41917.31054,2022,Unknown
singchung,2521.4,3483.04,3483.04,0,3.15,3.15,safe,0,583.463443,98915.88234,2022,Unknown
ruksin,4418.8,19854.82,19854.82,0,63.65,63.65,safe,0,28885.40651,45589.26307,2022,Unknown
sonbarsa,1293.1,5247.46,5212.77,34.69,2302.65,2302.65,safe,0,17633,17633,2022,Unknown
pranpur,1342.7,5937.1,5857.88,79.22,3383.62,3383.62,safe,0,15306,15306,2022,Unknown
harlakhi,1293.3,5356.92,2971.81,2385.11,2316.15,1042.67,safe,3189,11603,14792,2022,Unknown
pothia,2090.6,11538.27,11494.3,43.97,3301.69,3301.69,safe,0,35445,35445,2022,Unknown
paliganj,1074.8,9528.66,5057.86,4470.8,1968.06,1136.46,safe,5333,18442,23775,2022,Bihar
chiraiya,1197.7,11074.84,3388.16,7686.68,2941.16,1000.26,safe,9883,10650,20533,2022,Unknown
kudra,1126.3,7579.5,5889.02,1690.48,5309.72,3915.29,semi_critical,1419,19635,21054,2022,Unknown
puraini,1392.7,5055.52,1716.79,3338.73,1855.43,1514.56,safe,4385,4313,8698,2022,Unknown
sarairanjan,1192.3,5227.77,5182.32,45.45,3921.8,3921.8,semi_critical,0,14802,14802,2022,Unknown
